ENGLISH
Biodiversity
Biosphere
Deforestation
Desertification
Ecology
Ecosystem
Endangered species
Endemic species
Eutrophication
Extinction
Genetic diversity
Habitat destruction
Habitat fragmentation
Invasive Species
Keystone species
Habitat Degradation
Native species
Natural capital
Natural habitats
Ocean acidification
Species diversity
Subspecies
sustainability
Wildlife trade
climate change
protected area
ecosystem service
