"month","country"
"2018-2","ID"
"2018-3","ID"
"2018-4","ID"
"2018-5","ID"
"2018-6","ID"
"2018-7","ID"
"2018-8","ID"
"2018-9","ID"
"2018-10","ID"
"2018-11","ID"
"2018-12","ID"
"2019-1","ID"
"2019-2","ID"
"2017-11","KN"
"2017-12","KN"
"2018-1","KN"
"2018-2","KN"
"2018-3","KN"
"2018-4","KN"
"2018-5","KN"
"2018-6","KN"
"2018-7","KN"
"2018-8","KN"
"2018-9","KN"
"2018-10","KN"
"2018-11","KN"
"2018-12","KN"
"2019-1","KN"
"2019-2","KN"
"2017-11","TV"
"2017-12","TV"
"2018-1","TV"
"2018-2","TV"
"2018-3","TV"
"2018-4","TV"
"2018-5","TV"
"2018-6","TV"
"2018-7","TV"
"2018-8","TV"
"2018-9","TV"
"2018-10","TV"
"2018-11","TV"
"2018-12","TV"
"2019-1","TV"
"2019-2","TV"
"2017-11","MC"
"2017-12","MC"
"2018-1","MC"
"2018-2","MC"
"2018-3","MC"
"2018-4","MC"
"2018-5","MC"
"2018-6","MC"
"2018-7","MC"
"2018-8","MC"
"2018-9","MC"
"2018-10","MC"
"2018-11","MC"
"2018-12","MC"
"2019-1","MC"
"2019-2","MC"
"2017-11","MV"
"2017-12","MV"
"2018-1","MV"
"2018-2","MV"
"2018-3","MV"
"2018-4","MV"
"2018-5","MV"
"2018-6","MV"
"2018-7","MV"
"2018-8","MV"
"2018-9","MV"
"2018-10","MV"
"2018-11","MV"
"2018-12","MV"
"2019-1","MV"
"2019-2","MV"
"2017-11","LS"
"2017-12","LS"
"2018-1","LS"
"2018-2","LS"
"2018-3","LS"
"2018-4","LS"
"2018-5","LS"
"2018-6","LS"
"2018-7","LS"
"2018-8","LS"
"2018-9","LS"
"2018-10","LS"
"2018-11","LS"
"2018-12","LS"
"2019-1","LS"
"2019-2","LS"
"2017-11","SB"
"2017-12","SB"
"2018-1","SB"
"2018-2","SB"
"2018-3","SB"
"2018-4","SB"
"2018-5","SB"
"2018-6","SB"
"2018-7","SB"
"2018-8","SB"
"2018-9","SB"
"2018-10","SB"
"2018-11","SB"
"2018-12","SB"
"2019-1","SB"
"2019-2","SB"
"2017-11","AT"
"2017-12","AT"
"2018-1","AT"
"2018-2","AT"
"2018-3","AT"
"2018-4","AT"
"2018-5","AT"
"2018-6","AT"
"2018-7","AT"
"2018-8","AT"
"2018-9","AT"
"2018-10","AT"
"2018-11","AT"
"2018-12","AT"
"2019-1","AT"
"2019-2","AT"
"2017-11","SC"
"2017-12","SC"
"2018-1","SC"
"2018-2","SC"
"2018-3","SC"
"2018-4","SC"
"2018-5","SC"
"2018-6","SC"
"2018-7","SC"
"2018-8","SC"
"2018-9","SC"
"2018-10","SC"
"2018-11","SC"
"2018-12","SC"
"2019-1","SC"
"2019-2","SC"
"2017-11","RE"
"2017-12","RE"
"2018-1","RE"
"2018-2","RE"
"2018-3","RE"
"2018-4","RE"
"2018-5","RE"
"2018-6","RE"
"2018-7","RE"
"2018-8","RE"
"2018-9","RE"
"2018-10","RE"
"2018-11","RE"
"2018-12","RE"
"2019-1","RE"
"2019-2","RE"
"2017-11","LB"
"2017-12","LB"
"2018-1","LB"
"2018-2","LB"
"2018-3","LB"
"2018-4","LB"
"2018-5","LB"
"2018-6","LB"
"2018-7","LB"
"2018-8","LB"
"2018-9","LB"
"2018-10","LB"
"2018-11","LB"
"2018-12","LB"
"2019-1","LB"
"2019-2","LB"
"2017-11","CH"
"2017-12","CH"
"2018-1","CH"
"2018-2","CH"
"2018-3","CH"
"2018-4","CH"
"2018-5","CH"
"2018-6","CH"
"2018-7","CH"
"2018-8","CH"
"2018-9","CH"
"2018-10","CH"
"2018-11","CH"
"2018-12","CH"
"2019-1","CH"
"2019-2","CH"
"2017-11","LA"
"2017-12","LA"
"2018-1","LA"
"2018-2","LA"
"2018-3","LA"
"2018-4","LA"
"2018-5","LA"
"2018-6","LA"
"2018-7","LA"
"2018-8","LA"
"2018-9","LA"
"2018-10","LA"
"2018-11","LA"
"2018-12","LA"
"2019-1","LA"
"2019-2","LA"
"2017-11","MY"
"2017-12","MY"
"2018-1","MY"
"2018-2","MY"
"2018-3","MY"
"2018-4","MY"
"2018-5","MY"
"2018-6","MY"
"2018-7","MY"
"2018-8","MY"
"2018-9","MY"
"2018-10","MY"
"2018-11","MY"
"2018-12","MY"
"2019-1","MY"
"2019-2","MY"
"2017-11","BI"
"2017-12","BI"
"2018-1","BI"
"2018-2","BI"
"2018-3","BI"
"2018-4","BI"
"2018-5","BI"
"2018-6","BI"
"2018-7","BI"
"2018-8","BI"
"2018-9","BI"
"2018-10","BI"
"2018-11","BI"
"2018-12","BI"
"2019-1","BI"
"2019-2","BI"
"2017-11","NU"
"2017-12","NU"
"2018-1","NU"
"2018-2","NU"
"2018-3","NU"
"2018-4","NU"
"2018-5","NU"
"2018-6","NU"
"2018-7","NU"
"2018-8","NU"
"2018-9","NU"
"2018-10","NU"
"2018-11","NU"
"2018-12","NU"
"2019-1","NU"
"2019-2","NU"
"2017-11","PA"
"2017-12","PA"
"2018-1","PA"
"2018-2","PA"
"2018-3","PA"
"2018-4","PA"
"2018-5","PA"
"2018-6","PA"
"2018-7","PA"
"2018-8","PA"
"2018-9","PA"
"2018-10","PA"
"2018-11","PA"
"2018-12","PA"
"2019-1","PA"
"2019-2","PA"
"2017-11","NC"
"2017-12","NC"
"2018-1","NC"
"2018-2","NC"
"2018-3","NC"
"2018-4","NC"
"2018-5","NC"
"2018-6","NC"
"2018-7","NC"
"2018-8","NC"
"2018-9","NC"
"2018-10","NC"
"2018-11","NC"
"2018-12","NC"
"2019-1","NC"
"2019-2","NC"
"2017-11","MQ"
"2017-12","MQ"
"2018-1","MQ"
"2018-2","MQ"
"2018-3","MQ"
"2018-4","MQ"
"2018-5","MQ"
"2018-6","MQ"
"2018-7","MQ"
"2018-8","MQ"
"2018-9","MQ"
"2018-10","MQ"
"2018-11","MQ"
"2018-12","MQ"
"2019-1","MQ"
"2019-2","MQ"
"2017-11","GT"
"2017-12","GT"
"2018-1","GT"
"2018-2","GT"
"2018-3","GT"
"2018-4","GT"
"2018-5","GT"
"2018-6","GT"
"2018-7","GT"
"2018-8","GT"
"2018-9","GT"
"2018-10","GT"
"2018-11","GT"
"2018-12","GT"
"2019-1","GT"
"2019-2","GT"
"2017-11","GL"
"2017-12","GL"
"2018-1","GL"
"2018-2","GL"
"2018-3","GL"
"2018-4","GL"
"2018-5","GL"
"2018-6","GL"
"2018-7","GL"
"2018-8","GL"
"2018-9","GL"
"2018-10","GL"
"2018-11","GL"
"2018-12","GL"
"2019-1","GL"
"2019-2","GL"
"2017-11","LK"
"2017-12","LK"
"2018-1","LK"
"2018-2","LK"
"2018-3","LK"
"2018-4","LK"
"2018-5","LK"
"2018-6","LK"
"2018-7","LK"
"2018-8","LK"
"2018-9","LK"
"2018-10","LK"
"2018-11","LK"
"2018-12","LK"
"2019-1","LK"
"2019-2","LK"
"2017-11","IQ"
"2017-12","IQ"
"2018-1","IQ"
"2018-2","IQ"
"2018-3","IQ"
"2018-4","IQ"
"2018-5","IQ"
"2018-6","IQ"
"2018-7","IQ"
"2018-8","IQ"
"2018-9","IQ"
"2018-10","IQ"
"2018-11","IQ"
"2018-12","IQ"
"2019-1","IQ"
"2019-2","IQ"
"2017-11","GN"
"2017-12","GN"
"2018-1","GN"
"2018-2","GN"
"2018-3","GN"
"2018-4","GN"
"2018-5","GN"
"2018-6","GN"
"2018-7","GN"
"2018-8","GN"
"2018-9","GN"
"2018-10","GN"
"2018-11","GN"
"2018-12","GN"
"2019-1","GN"
"2019-2","GN"
"2017-11","GU"
"2017-12","GU"
"2018-1","GU"
"2018-2","GU"
"2018-3","GU"
"2018-4","GU"
"2018-5","GU"
"2018-6","GU"
"2018-7","GU"
"2018-8","GU"
"2018-9","GU"
"2018-10","GU"
"2018-11","GU"
"2018-12","GU"
"2019-1","GU"
"2019-2","GU"
"2017-11","TD"
"2017-12","TD"
"2018-1","TD"
"2018-2","TD"
"2018-3","TD"
"2018-4","TD"
"2018-5","TD"
"2018-6","TD"
"2018-7","TD"
"2018-8","TD"
"2018-9","TD"
"2018-10","TD"
"2018-11","TD"
"2018-12","TD"
"2019-1","TD"
"2019-2","TD"
"2017-11","GM"
"2017-12","GM"
"2018-1","GM"
"2018-2","GM"
"2018-3","GM"
"2018-4","GM"
"2018-5","GM"
"2018-6","GM"
"2018-7","GM"
"2018-8","GM"
"2018-9","GM"
"2018-10","GM"
"2018-11","GM"
"2018-12","GM"
"2019-1","GM"
"2019-2","GM"
"2017-11","CI"
"2017-12","CI"
"2018-1","CI"
"2018-2","CI"
"2018-3","CI"
"2018-4","CI"
"2018-5","CI"
"2018-6","CI"
"2018-7","CI"
"2018-8","CI"
"2018-9","CI"
"2018-10","CI"
"2018-11","CI"
"2018-12","CI"
"2019-1","CI"
"2019-2","CI"
"2017-11","IT"
"2017-12","IT"
"2018-1","IT"
"2018-2","IT"
"2018-3","IT"
"2018-4","IT"
"2018-5","IT"
"2018-6","IT"
"2018-7","IT"
"2018-8","IT"
"2018-9","IT"
"2018-10","IT"
"2018-11","IT"
"2018-12","IT"
"2019-1","IT"
"2019-2","IT"
"2017-11","BH"
"2017-12","BH"
"2018-1","BH"
"2018-2","BH"
"2018-3","BH"
"2018-4","BH"
"2018-5","BH"
"2018-6","BH"
"2018-7","BH"
"2018-8","BH"
"2018-9","BH"
"2018-10","BH"
"2018-11","BH"
"2018-12","BH"
"2019-1","BH"
"2019-2","BH"
"2017-11","IS"
"2017-12","IS"
"2018-1","IS"
"2018-2","IS"
"2018-3","IS"
"2018-4","IS"
"2018-5","IS"
"2018-6","IS"
"2018-7","IS"
"2018-8","IS"
"2018-9","IS"
"2018-10","IS"
"2018-11","IS"
"2018-12","IS"
"2019-1","IS"
"2019-2","IS"
"2017-11","FK"
"2017-12","FK"
"2018-1","FK"
"2018-2","FK"
"2018-3","FK"
"2018-4","FK"
"2018-5","FK"
"2018-6","FK"
"2018-7","FK"
"2018-8","FK"
"2018-9","FK"
"2018-10","FK"
"2018-11","FK"
"2018-12","FK"
"2019-1","FK"
"2019-2","FK"
"2017-11","GD"
"2017-12","GD"
"2018-1","GD"
"2018-2","GD"
"2018-3","GD"
"2018-4","GD"
"2018-5","GD"
"2018-6","GD"
"2018-7","GD"
"2018-8","GD"
"2018-9","GD"
"2018-10","GD"
"2018-11","GD"
"2018-12","GD"
"2019-1","GD"
"2019-2","GD"
"2017-11","GE"
"2017-12","GE"
"2018-1","GE"
"2018-2","GE"
"2018-3","GE"
"2018-4","GE"
"2018-5","GE"
"2018-6","GE"
"2018-7","GE"
"2018-8","GE"
"2018-9","GE"
"2018-10","GE"
"2018-11","GE"
"2018-12","GE"
"2019-1","GE"
"2019-2","GE"
"2017-11","SY"
"2017-12","SY"
"2018-1","SY"
"2018-2","SY"
"2018-3","SY"
"2018-4","SY"
"2018-5","SY"
"2018-6","SY"
"2018-7","SY"
"2018-8","SY"
"2018-9","SY"
"2018-10","SY"
"2018-11","SY"
"2018-12","SY"
"2019-1","SY"
"2019-2","SY"
"2017-11","SE"
"2017-12","SE"
"2018-1","SE"
"2018-2","SE"
"2018-3","SE"
"2018-4","SE"
"2018-5","SE"
"2018-6","SE"
"2018-7","SE"
"2018-8","SE"
"2018-9","SE"
"2018-10","SE"
"2018-11","SE"
"2018-12","SE"
"2019-1","SE"
"2019-2","SE"
"2017-11","ES"
"2017-12","ES"
"2018-1","ES"
"2018-2","ES"
"2018-3","ES"
"2018-4","ES"
"2018-5","ES"
"2018-6","ES"
"2018-7","ES"
"2018-8","ES"
"2018-9","ES"
"2018-10","ES"
"2018-11","ES"
"2018-12","ES"
"2019-1","ES"
"2019-2","ES"
"2017-11","VE"
"2017-12","VE"
"2018-1","VE"
"2018-2","VE"
"2018-3","VE"
"2018-4","VE"
"2018-5","VE"
"2018-6","VE"
"2018-7","VE"
"2018-8","VE"
"2018-9","VE"
"2018-10","VE"
"2018-11","VE"
"2018-12","VE"
"2019-1","VE"
"2019-2","VE"
"2017-11","NA"
"2017-12","NA"
"2018-1","NA"
"2018-2","NA"
"2018-3","NA"
"2018-4","NA"
"2018-5","NA"
"2018-6","NA"
"2018-7","NA"
"2018-8","NA"
"2018-9","NA"
"2018-10","NA"
"2018-11","NA"
"2018-12","NA"
"2019-1","NA"
"2019-2","NA"
"2017-11","MK"
"2017-12","MK"
"2018-1","MK"
"2018-2","MK"
"2018-3","MK"
"2018-4","MK"
"2018-5","MK"
"2018-6","MK"
"2018-7","MK"
"2018-8","MK"
"2018-9","MK"
"2018-10","MK"
"2018-11","MK"
"2018-12","MK"
"2019-1","MK"
"2019-2","MK"
"2017-11","KE"
"2017-12","KE"
"2018-1","KE"
"2018-2","KE"
"2018-3","KE"
"2018-4","KE"
"2018-5","KE"
"2018-6","KE"
"2018-7","KE"
"2018-8","KE"
"2018-9","KE"
"2018-10","KE"
"2018-11","KE"
"2018-12","KE"
"2019-1","KE"
"2019-2","KE"
"2017-11","GH"
"2017-12","GH"
"2018-1","GH"
"2018-2","GH"
"2018-3","GH"
"2018-4","GH"
"2018-5","GH"
"2018-6","GH"
"2018-7","GH"
"2018-8","GH"
"2018-9","GH"
"2018-10","GH"
"2018-11","GH"
"2018-12","GH"
"2019-1","GH"
"2019-2","GH"
"2017-11","HK"
"2017-12","HK"
"2018-1","HK"
"2018-2","HK"
"2018-3","HK"
"2018-4","HK"
"2018-5","HK"
"2018-6","HK"
"2018-7","HK"
"2018-8","HK"
"2018-9","HK"
"2018-10","HK"
"2018-11","HK"
"2018-12","HK"
"2019-1","HK"
"2019-2","HK"
"2017-11","KP"
"2017-12","KP"
"2018-1","KP"
"2018-2","KP"
"2018-3","KP"
"2018-4","KP"
"2018-5","KP"
"2018-6","KP"
"2018-7","KP"
"2018-8","KP"
"2018-9","KP"
"2018-10","KP"
"2018-11","KP"
"2018-12","KP"
"2019-1","KP"
"2019-2","KP"
"2017-11","JM"
"2017-12","JM"
"2018-1","JM"
"2018-2","JM"
"2018-3","JM"
"2018-4","JM"
"2018-5","JM"
"2018-6","JM"
"2018-7","JM"
"2018-8","JM"
"2018-9","JM"
"2018-10","JM"
"2018-11","JM"
"2018-12","JM"
"2019-1","JM"
"2019-2","JM"
"2017-11","SL"
"2017-12","SL"
"2018-1","SL"
"2018-2","SL"
"2018-3","SL"
"2018-4","SL"
"2018-5","SL"
"2018-6","SL"
"2018-7","SL"
"2018-8","SL"
"2018-9","SL"
"2018-10","SL"
"2018-11","SL"
"2018-12","SL"
"2019-1","SL"
"2019-2","SL"
"2017-11","CR"
"2017-12","CR"
"2018-1","CR"
"2018-2","CR"
"2018-3","CR"
"2018-4","CR"
"2018-5","CR"
"2018-6","CR"
"2018-7","CR"
"2018-8","CR"
"2018-9","CR"
"2018-10","CR"
"2018-11","CR"
"2018-12","CR"
"2019-1","CR"
"2019-2","CR"
"2017-11","CO"
"2017-12","CO"
"2018-1","CO"
"2018-2","CO"
"2018-3","CO"
"2018-4","CO"
"2018-5","CO"
"2018-6","CO"
"2018-7","CO"
"2018-8","CO"
"2018-9","CO"
"2018-10","CO"
"2018-11","CO"
"2018-12","CO"
"2019-1","CO"
"2019-2","CO"
"2017-11","CM"
"2017-12","CM"
"2018-1","CM"
"2018-2","CM"
"2018-3","CM"
"2018-4","CM"
"2018-5","CM"
"2018-6","CM"
"2018-7","CM"
"2018-8","CM"
"2018-9","CM"
"2018-10","CM"
"2018-11","CM"
"2018-12","CM"
"2019-1","CM"
"2019-2","CM"
"2017-11","SG"
"2017-12","SG"
"2018-1","SG"
"2018-2","SG"
"2018-3","SG"
"2018-4","SG"
"2018-5","SG"
"2018-6","SG"
"2018-7","SG"
"2018-8","SG"
"2018-9","SG"
"2018-10","SG"
"2018-11","SG"
"2018-12","SG"
"2019-1","SG"
"2019-2","SG"
"2017-11","CZ"
"2017-12","CZ"
"2018-1","CZ"
"2018-2","CZ"
"2018-3","CZ"
"2018-4","CZ"
"2018-5","CZ"
"2018-6","CZ"
"2018-7","CZ"
"2018-8","CZ"
"2018-9","CZ"
"2018-10","CZ"
"2018-11","CZ"
"2018-12","CZ"
"2019-1","CZ"
"2019-2","CZ"
"2017-11","YE"
"2017-12","YE"
"2018-1","YE"
"2018-2","YE"
"2018-3","YE"
"2018-4","YE"
"2018-5","YE"
"2018-6","YE"
"2018-7","YE"
"2018-8","YE"
"2018-9","YE"
"2018-10","YE"
"2018-11","YE"
"2018-12","YE"
"2019-1","YE"
"2019-2","YE"
"2017-11","TK"
"2017-12","TK"
"2018-1","TK"
"2018-2","TK"
"2018-3","TK"
"2018-4","TK"
"2018-5","TK"
"2018-6","TK"
"2018-7","TK"
"2018-8","TK"
"2018-9","TK"
"2018-10","TK"
"2018-11","TK"
"2018-12","TK"
"2019-1","TK"
"2019-2","TK"
"2017-11","PM"
"2017-12","PM"
"2018-1","PM"
"2018-2","PM"
"2018-3","PM"
"2018-4","PM"
"2018-5","PM"
"2018-6","PM"
"2018-7","PM"
"2018-8","PM"
"2018-9","PM"
"2018-10","PM"
"2018-11","PM"
"2018-12","PM"
"2019-1","PM"
"2019-2","PM"
"2017-11","JO"
"2017-12","JO"
"2018-1","JO"
"2018-2","JO"
"2018-3","JO"
"2018-4","JO"
"2018-5","JO"
"2018-6","JO"
"2018-7","JO"
"2018-8","JO"
"2018-9","JO"
"2018-10","JO"
"2018-11","JO"
"2018-12","JO"
"2019-1","JO"
"2019-2","JO"
"2017-11","PE"
"2017-12","PE"
"2018-1","PE"
"2018-2","PE"
"2018-3","PE"
"2018-4","PE"
"2018-5","PE"
"2018-6","PE"
"2018-7","PE"
"2018-8","PE"
"2018-9","PE"
"2018-10","PE"
"2018-11","PE"
"2018-12","PE"
"2019-1","PE"
"2019-2","PE"
"2017-11","KG"
"2017-12","KG"
"2018-1","KG"
"2018-2","KG"
"2018-3","KG"
"2018-4","KG"
"2018-5","KG"
"2018-6","KG"
"2018-7","KG"
"2018-8","KG"
"2018-9","KG"
"2018-10","KG"
"2018-11","KG"
"2018-12","KG"
"2019-1","KG"
"2019-2","KG"
"2017-11","MD"
"2017-12","MD"
"2018-1","MD"
"2018-2","MD"
"2018-3","MD"
"2018-4","MD"
"2018-5","MD"
"2018-6","MD"
"2018-7","MD"
"2018-8","MD"
"2018-9","MD"
"2018-10","MD"
"2018-11","MD"
"2018-12","MD"
"2019-1","MD"
"2019-2","MD"
"2017-11","ZA"
"2017-12","ZA"
"2018-1","ZA"
"2018-2","ZA"
"2018-3","ZA"
"2018-4","ZA"
"2018-5","ZA"
"2018-6","ZA"
"2018-7","ZA"
"2018-8","ZA"
"2018-9","ZA"
"2018-10","ZA"
"2018-11","ZA"
"2018-12","ZA"
"2019-1","ZA"
"2019-2","ZA"
"2017-11","BE"
"2017-12","BE"
"2018-1","BE"
"2018-2","BE"
"2018-3","BE"
"2018-4","BE"
"2018-5","BE"
"2018-6","BE"
"2018-7","BE"
"2018-8","BE"
"2018-9","BE"
"2018-10","BE"
"2018-11","BE"
"2018-12","BE"
"2019-1","BE"
"2019-2","BE"
"2017-11","NL"
"2017-12","NL"
"2018-1","NL"
"2018-2","NL"
"2018-3","NL"
"2018-4","NL"
"2018-5","NL"
"2018-6","NL"
"2018-7","NL"
"2018-8","NL"
"2018-9","NL"
"2018-10","NL"
"2018-11","NL"
"2018-12","NL"
"2019-1","NL"
"2019-2","NL"
"2017-11","CU"
"2017-12","CU"
"2018-1","CU"
"2018-2","CU"
"2018-3","CU"
"2018-4","CU"
"2018-5","CU"
"2018-6","CU"
"2018-7","CU"
"2018-8","CU"
"2018-9","CU"
"2018-10","CU"
"2018-11","CU"
"2018-12","CU"
"2019-1","CU"
"2019-2","CU"
"2017-11","PH"
"2017-12","PH"
"2018-1","PH"
"2018-2","PH"
"2018-3","PH"
"2018-4","PH"
"2018-5","PH"
"2018-6","PH"
"2018-7","PH"
"2018-8","PH"
"2018-9","PH"
"2018-10","PH"
"2018-11","PH"
"2018-12","PH"
"2019-1","PH"
"2019-2","PH"
"2017-11","MG"
"2017-12","MG"
"2018-1","MG"
"2018-2","MG"
"2018-3","MG"
"2018-4","MG"
"2018-5","MG"
"2018-6","MG"
"2018-7","MG"
"2018-8","MG"
"2018-9","MG"
"2018-10","MG"
"2018-11","MG"
"2018-12","MG"
"2019-1","MG"
"2019-2","MG"
"2017-11","SV"
"2017-12","SV"
"2018-1","SV"
"2018-2","SV"
"2018-3","SV"
"2018-4","SV"
"2018-5","SV"
"2018-6","SV"
"2018-7","SV"
"2018-8","SV"
"2018-9","SV"
"2018-10","SV"
"2018-11","SV"
"2018-12","SV"
"2019-1","SV"
"2019-2","SV"
"2017-11","HT"
"2017-12","HT"
"2018-1","HT"
"2018-2","HT"
"2018-3","HT"
"2018-4","HT"
"2018-5","HT"
"2018-6","HT"
"2018-7","HT"
"2018-8","HT"
"2018-9","HT"
"2018-10","HT"
"2018-11","HT"
"2018-12","HT"
"2019-1","HT"
"2019-2","HT"
"2017-11","SO"
"2017-12","SO"
"2018-1","SO"
"2018-2","SO"
"2018-3","SO"
"2018-4","SO"
"2018-5","SO"
"2018-6","SO"
"2018-7","SO"
"2018-8","SO"
"2018-9","SO"
"2018-10","SO"
"2018-11","SO"
"2018-12","SO"
"2019-1","SO"
"2019-2","SO"
"2017-11","PF"
"2017-12","PF"
"2018-1","PF"
"2018-2","PF"
"2018-3","PF"
"2018-4","PF"
"2018-5","PF"
"2018-6","PF"
"2018-7","PF"
"2018-8","PF"
"2018-9","PF"
"2018-10","PF"
"2018-11","PF"
"2018-12","PF"
"2019-1","PF"
"2019-2","PF"
"2017-11","TM"
"2017-12","TM"
"2018-1","TM"
"2018-2","TM"
"2018-3","TM"
"2018-4","TM"
"2018-5","TM"
"2018-6","TM"
"2018-7","TM"
"2018-8","TM"
"2018-9","TM"
"2018-10","TM"
"2018-11","TM"
"2018-12","TM"
"2019-1","TM"
"2019-2","TM"
"2017-11","ER"
"2017-12","ER"
"2018-1","ER"
"2018-2","ER"
"2018-3","ER"
"2018-4","ER"
"2018-5","ER"
"2018-6","ER"
"2018-7","ER"
"2018-8","ER"
"2018-9","ER"
"2018-10","ER"
"2018-11","ER"
"2018-12","ER"
"2019-1","ER"
"2019-2","ER"
"2017-11","NE"
"2017-12","NE"
"2018-1","NE"
"2018-2","NE"
"2018-3","NE"
"2018-4","NE"
"2018-5","NE"
"2018-6","NE"
"2018-7","NE"
"2018-8","NE"
"2018-9","NE"
"2018-10","NE"
"2018-11","NE"
"2018-12","NE"
"2019-1","NE"
"2019-2","NE"
"2017-11","MW"
"2017-12","MW"
"2018-1","MW"
"2018-2","MW"
"2018-3","MW"
"2018-4","MW"
"2018-5","MW"
"2018-6","MW"
"2018-7","MW"
"2018-8","MW"
"2018-9","MW"
"2018-10","MW"
"2018-11","MW"
"2018-12","MW"
"2019-1","MW"
"2019-2","MW"
"2017-11","IL"
"2017-12","IL"
"2018-1","IL"
"2018-2","IL"
"2018-3","IL"
"2018-4","IL"
"2018-5","IL"
"2018-6","IL"
"2018-7","IL"
"2018-8","IL"
"2018-9","IL"
"2018-10","IL"
"2018-11","IL"
"2018-12","IL"
"2019-1","IL"
"2019-2","IL"
"2017-11","AG"
"2017-12","AG"
"2018-1","AG"
"2018-2","AG"
"2018-3","AG"
"2018-4","AG"
"2018-5","AG"
"2018-6","AG"
"2018-7","AG"
"2018-8","AG"
"2018-9","AG"
"2018-10","AG"
"2018-11","AG"
"2018-12","AG"
"2019-1","AG"
"2019-2","AG"
"2017-11","BO"
"2017-12","BO"
"2018-1","BO"
"2018-2","BO"
"2018-3","BO"
"2018-4","BO"
"2018-5","BO"
"2018-6","BO"
"2018-7","BO"
"2018-8","BO"
"2018-9","BO"
"2018-10","BO"
"2018-11","BO"
"2018-12","BO"
"2019-1","BO"
"2019-2","BO"
