count,country,day,issue,language,month
2,IE,2018-2-10,biodiversity,en,2018-2
7,DE,2018-2-10,climate change,es,2018-2
1,GR,2018-2-10,ecology,en,2018-2
32,GR,2018-2-10,extinction,el,2018-2
1,CA,2018-2-10,natural capital,en,2018-2
2,CA,2018-2-10,ecosystem service,en,2018-2
1,ZA,2018-2-10,subspecies,en,2018-2
1,ZA,2018-2-10,protected area,en,2018-2
4,FR,2018-2-10,biodiversity,en,2018-2
1,SG,2018-2-10,protected area,en,2018-2
1,ML,2018-2-10,sustainability,en,2018-2
2,NG,2018-2-10,extinction,en,2018-2
1,NG,2018-2-10,subspecies,en,2018-2
1,BI,2018-2-10,climate change,en,2018-2
2,US,2018-2-10,habitat destruction,en,2018-2
1,CO,2018-2-10,ecology,es,2018-2
35,CO,2018-2-10,extinction,es,2018-2
8,ZA,2018-2-10,biodiversity,en,2018-2
4,UA,2018-2-10,deforestation,en,2018-2
2,UA,2018-2-10,sustainability,en,2018-2
2,IN,2018-2-10,deforestation,en,2018-2
2,HR,2018-2-10,biodiversity,en,2018-2
2,CN,2018-2-10,biodiversity,en,2018-2
3,CN,2018-2-10,sustainability,en,2018-2
6,US,2018-2-10,protected area,es,2018-2
1,BE,2018-2-10,sustainability,en,2018-2
3,BE,2018-2-10,sustainability,fr,2018-2
1,MX,2018-2-10,endemic species,es,2018-2
1,CA,2018-2-10,habitat destruction,en,2018-2
4,NZ,2018-2-10,protected area,en,2018-2
2,MY,2018-2-10,deforestation,en,2018-2
2,US,2018-2-10,subspecies,es,2018-2
1,CA,2018-2-10,biodiversity,es,2018-2
1,IE,2018-2-10,deforestation,es,2018-2
1,US,2018-2-10,species diversity,es,2018-2
1,MA,2018-2-10,ecology,en,2018-2
2,US,2018-2-10,endemic species,en,2018-2
1,PR,2018-2-10,biodiversity,es,2018-2
2,DE,2018-2-10,sustainability,it,2018-2
1,DE,2018-2-10,climate change,it,2018-2
1,VE,2018-2-10,ecology,en,2018-2
6,CA,2018-2-10,deforestation,en,2018-2
2,CH,2018-2-10,extinction,en,2018-2
13,MX,2018-2-10,extinction,es,2018-2
1,MX,2018-2-10,subspecies,es,2018-2
2,DK,2018-2-10,extinction,en,2018-2
1,TN,2018-2-10,desertification,fr,2018-2
1,CA,2018-2-10,protected area,en,2018-2
1,JP,2018-2-10,ecology,en,2018-2
1,JP,2018-2-10,ecology,zh_t,2018-2
1,GB,2018-2-10,wildlife trade,en,2018-2
2,KR,2018-2-10,extinction,en,2018-2
2,ZW,2018-2-10,extinction,en,2018-2
2,CL,2018-2-10,biodiversity,es,2018-2
3,CL,2018-2-10,climate change,es,2018-2
1,IT,2018-2-10,natural capital,en,2018-2
1,FR,2018-2-10,wildlife trade,en,2018-2
1,GB,2018-2-10,deforestation,es,2018-2
4,DE,2018-2-10,biosphere,en,2018-2
1,MX,2018-2-10,ecology,en,2018-2
2,AT,2018-2-10,extinction,en,2018-2
2,CU,2018-2-10,climate change,en,2018-2
1,UG,2018-2-10,sustainability,en,2018-2
1,DE,2018-2-10,desertification,fr,2018-2
1,AR,2018-2-10,sustainability,en,2018-2
2,RO,2018-2-10,deforestation,en,2018-2
1,RO,2018-2-10,protected area,en,2018-2
25,US,2018-2-10,biosphere,es,2018-2
1,MU,2018-2-10,climate change,en,2018-2
1,EE,2018-2-10,sustainability,en,2018-2
1,NO,2018-2-10,ecology,en,2018-2
1,GR,2018-2-10,biodiversity,es,2018-2
5,GR,2018-2-10,biosphere,es,2018-2
1,GR,2018-2-10,ecology,es,2018-2
1,GR,2018-2-10,climate change,es,2018-2
1,GB,2018-2-10,habitat destruction,en,2018-2
2,US,2018-2-10,endemic species,es,2018-2
1,SO,2018-2-10,sustainability,en,2018-2
1,SO,2018-2-10,climate change,en,2018-2
1,JP,2018-2-10,sustainability,ja,2018-2
1,JP,2018-2-10,climate change,ja,2018-2
30,IT,2018-2-10,biodiversity,it,2018-2
22,IT,2018-2-10,extinction,it,2018-2
1,SA,2018-2-10,climate change,en,2018-2
2,VU,2018-2-10,climate change,en,2018-2
2,NZ,2018-2-10,biodiversity,en,2018-2
2,DE,2018-2-10,desertification,en,2018-2
2,IE,2018-2-10,extinction,en,2018-2
16,IT,2018-2-10,climate change,it,2018-2
1,TG,2018-2-10,climate change,en,2018-2
1,TG,2018-2-10,climate change,fr,2018-2
1,MW,2018-2-10,sustainability,en,2018-2
1,NL,2018-2-10,deforestation,nl,2018-2
5,NL,2018-2-10,climate change,nl,2018-2
1,LV,2018-2-10,sustainability,en,2018-2
12,MX,2018-2-10,ecology,es,2018-2
13,DE,2018-2-10,sustainability,es,2018-2
1,AE,2018-2-10,biodiversity,ar,2018-2
1,AE,2018-2-10,desertification,ar,2018-2
2,AE,2018-2-10,extinction,ar,2018-2
1,AE,2018-2-10,sustainability,ar,2018-2
1,AE,2018-2-10,climate change,ar,2018-2
6,IR,2018-2-10,extinction,ar,2018-2
3,PE,2018-2-10,sustainability,es,2018-2
3,UY,2018-2-10,extinction,es,2018-2
1,ES,2018-2-10,endangered species,es,2018-2
70,ES,2018-2-10,biosphere,es,2018-2
15,DE,2018-2-10,biosphere,es,2018-2
1,UY,2018-2-10,endangered species,es,2018-2
12,ES,2018-2-10,ecology,pt,2018-2
1,IE,2018-2-10,extinction,es,2018-2
56,IT,2018-2-10,ecology,pt,2018-2
5,CH,2018-2-10,biosphere,es,2018-2
1,US,2018-2-10,genetic diversity,ar,2018-2
3,CO,2018-2-10,sustainability,es,2018-2
6,MX,2018-2-10,sustainability,es,2018-2
30,BR,2018-2-10,extinction,pt,2018-2
4,CL,2018-2-10,sustainability,es,2018-2
1,DE,2018-2-10,ecology,es,2018-2
1,GB,2018-2-10,sustainability,es,2018-2
2,PT,2018-2-10,sustainability,es,2018-2
5,DE,2018-2-10,extinction,es,2018-2
6,IT,2018-2-10,protected area,it,2018-2
2,AR,2018-2-10,ecology,es,2018-2
1,PY,2018-2-10,climate change,es,2018-2
2,PE,2018-2-10,extinction,es,2018-2
2,DO,2018-2-10,protected area,es,2018-2
4,FR,2018-2-10,sustainability,es,2018-2
1,VE,2018-2-10,extinction,es,2018-2
7,FR,2018-2-10,ecology,es,2018-2
2,DE,2018-2-10,extinction,ar,2018-2
1,HN,2018-2-10,ecology,es,2018-2
2,UY,2018-2-10,protected area,es,2018-2
3,ES,2018-2-10,biodiversity,pt,2018-2
1,PA,2018-2-10,ecology,es,2018-2
10,FR,2018-2-10,biosphere,es,2018-2
6,FR,2018-2-10,extinction,es,2018-2
1,PA,2018-2-10,climate change,es,2018-2
2,US,2018-2-10,endangered species,es,2018-2
2,PR,2018-2-10,climate change,es,2018-2
1,DE,2018-2-10,endemic species,es,2018-2
1,CA,2018-2-10,extinction,es,2018-2
1,IT,2018-2-10,endangered species,it,2018-2
2,US,2018-2-10,desertification,ar,2018-2
1,MR,2018-2-10,desertification,ar,2018-2
1,PR,2018-2-10,extinction,es,2018-2
22,BR,2018-2-10,ecology,pt,2018-2
1,CA,2018-2-10,sustainability,es,2018-2
1,PE,2018-2-10,climate change,es,2018-2
4,US,2018-2-10,extinction,ar,2018-2
1,HN,2018-2-10,extinction,es,2018-2
2,GB,2018-2-10,extinction,es,2018-2
1,ES,2018-2-10,desertification,es,2018-2
8,US,2018-2-10,ecology,pt,2018-2
7,PT,2018-2-10,biodiversity,es,2018-2
20,PT,2018-2-10,biosphere,es,2018-2
7,PT,2018-2-10,biodiversity,pt,2018-2
10,BR,2018-2-10,biodiversity,es,2018-2
10,BR,2018-2-10,biodiversity,pt,2018-2
1,RU,2018-2-10,sustainability,es,2018-2
1,DO,2018-2-10,sustainability,es,2018-2
1,FR,2018-2-10,genetic diversity,ar,2018-2
4,BR,2018-2-10,protected area,es,2018-2
2,CO,2018-2-10,climate change,es,2018-2
1,CR,2018-2-10,sustainability,es,2018-2
1,MX,2018-2-10,endangered species,es,2018-2
4,SA,2018-2-10,extinction,ar,2018-2
10,BR,2018-2-10,biosphere,es,2018-2
1,NU,2018-2-10,subspecies,es,2018-2
1,FR,2018-2-10,desertification,es,2018-2
1,TK,2018-2-10,climate change,es,2018-2
1,EC,2018-2-10,sustainability,es,2018-2
1,AM,2018-2-10,climate change,es,2018-2
2,PT,2018-2-10,ecology,pt,2018-2
19,PT,2018-2-10,sustainability,pt,2018-2
1,IL,2018-2-10,extinction,es,2018-2
5,IT,2018-2-10,biosphere,es,2018-2
1,HN,2018-2-10,climate change,es,2018-2
1,IL,2018-2-10,climate change,es,2018-2
1,SA,2018-2-10,ocean acidification,ar,2018-2
1,ES,2018-2-10,endemic species,es,2018-2
1,PT,2018-2-10,desertification,es,2018-2
1,PT,2018-2-10,climate change,es,2018-2
2,PT,2018-2-10,protected area,es,2018-2
2,GB,2018-2-10,climate change,es,2018-2
2,RO,2018-2-10,ecology,pt,2018-2
1,KR,2018-2-10,extinction,ko,2018-2
1,KR,2018-2-10,desertification,ko,2018-2
2,KR,2018-2-10,climate change,ko,2018-2
9,PT,2018-2-10,extinction,pt,2018-2
5,US,2018-2-10,climate change,ar,2018-2
2,EG,2018-2-10,extinction,ar,2018-2
1,EG,2018-2-10,climate change,ar,2018-2
1,DE,2018-2-10,climate change,ar,2018-2
1,KR,2018-2-10,sustainability,ko,2018-2
1,FR,2018-2-10,climate change,ar,2018-2
5,BR,2018-2-10,deforestation,pt,2018-2
2,PT,2018-2-10,desertification,pt,2018-2
2,PT,2018-2-10,climate change,pt,2018-2
1,US,2018-2-10,desertification,pt,2018-2
1,CA,2018-2-10,deforestation,pt,2018-2
1,MA,2018-2-10,climate change,ar,2018-2
4,ES,2018-2-10,sustainability,pt,2018-2
6,TR,2018-2-10,ecology,tr,2018-2
9,US,2018-2-10,sustainability,pt,2018-2
1,TR,2018-2-10,biodiversity,tr,2018-2
4,TR,2018-2-10,climate change,tr,2018-2
2,DE,2018-2-10,sustainability,pt,2018-2
1,AO,2018-2-10,sustainability,pt,2018-2
2,US,2018-2-10,ecology,tr,2018-2
1,CU,2018-2-10,sustainability,pt,2018-2
1,AO,2018-2-10,climate change,pt,2018-2
1,BR,2018-2-10,species diversity,pt,2018-2
1,GB,2018-2-10,sustainability,pt,2018-2
1,NL,2018-2-10,biodiversity,tr,2018-2
1,GB,2018-2-10,sustainability,fr,2018-2
3,CA,2018-2-10,sustainability,fr,2018-2
6,ID,2018-2-10,ecology,in,2018-2
22,BE,2018-2-10,ecology,nl,2018-2
18,BE,2018-2-10,climate change,nl,2018-2
2,GB,2018-2-10,ecology,nl,2018-2
1,CH,2018-2-10,sustainability,fr,2018-2
4,CA,2018-2-10,climate change,fr,2018-2
16,FR,2018-2-10,ecology,fr,2018-2
14,FR,2018-2-10,ecology,nl,2018-2
7,US,2018-2-10,climate change,fr,2018-2
2,FR,2018-2-10,endangered species,fr,2018-2
5,ID,2018-2-10,biodiversity,in,2018-2
2,FR,2018-2-10,subspecies,fr,2018-2
4,RS,2018-2-10,ecology,nl,2018-2
4,DE,2018-2-10,climate change,fr,2018-2
1,LU,2018-2-10,sustainability,fr,2018-2
2,LU,2018-2-10,climate change,fr,2018-2
4,US,2018-2-10,biodiversity,fr,2018-2
2,RO,2018-2-10,ecology,nl,2018-2
3,RO,2018-2-10,sustainability,ro,2018-2
1,CH,2018-2-10,biodiversity,fr,2018-2
1,US,2018-2-10,biodiversity,in,2018-2
16,NL,2018-2-10,ecology,nl,2018-2
2,US,2018-2-10,ecology,fr,2018-2
2,DE,2018-2-10,biodiversity,fr,2018-2
1,CA,2018-2-10,biodiversity,fr,2018-2
1,IE,2018-2-10,ecology,fr,2018-2
1,BE,2018-2-10,biodiversity,fr,2018-2
3,MA,2018-2-10,sustainability,fr,2018-2
2,CH,2018-2-10,climate change,fr,2018-2
7,TR,2018-2-10,sustainability,tr,2018-2
1,CA,2018-2-10,ecology,fr,2018-2
1,SG,2018-2-10,climate change,tr,2018-2
1,DE,2018-2-10,sustainability,fr,2018-2
1,US,2018-2-10,sustainability,tr,2018-2
2,CO,2018-2-10,ecology,in,2018-2
11,ID,2018-2-10,sustainability,in,2018-2
1,US,2018-2-10,climate change,in,2018-2
2,RU,2018-2-10,biodiversity,ru,2018-2
1,RU,2018-2-10,biosphere,ru,2018-2
1,ID,2018-2-10,extinction,in,2018-2
2,ID,2018-2-10,wildlife trade,in,2018-2
1,CO,2018-2-10,sustainability,in,2018-2
1,IT,2018-2-10,subspecies,it,2018-2
44,RU,2018-2-10,ecology,ru,2018-2
109,RU,2018-2-10,sustainability,ru,2018-2
3,RU,2018-2-10,subspecies,ru,2018-2
17,KZ,2018-2-10,sustainability,ru,2018-2
6,UA,2018-2-10,sustainability,ru,2018-2
3,RU,2018-2-10,deforestation,ru,2018-2
8,US,2018-2-10,sustainability,it,2018-2
1,IT,2018-2-10,natural capital,it,2018-2
1,IT,2018-2-10,species diversity,it,2018-2
4,IT,2018-2-10,desertification,it,2018-2
1,GB,2018-2-10,climate change,it,2018-2
1,TJ,2018-2-10,sustainability,ru,2018-2
3,US,2018-2-10,sustainability,ru,2018-2
1,LT,2018-2-10,sustainability,ru,2018-2
1,IT,2018-2-10,invasive species,it,2018-2
2,KG,2018-2-10,sustainability,ru,2018-2
2,AZ,2018-2-10,sustainability,ru,2018-2
1,UA,2018-2-10,climate change,ru,2018-2
1,CC,2018-2-10,ecology,ru,2018-2
1,DE,2018-2-10,extinction,ru,2018-2
3,RU,2018-2-10,climate change,ru,2018-2
1,IE,2018-2-10,climate change,it,2018-2
1,RU,2018-2-10,species diversity,ru,2018-2
1,DE,2018-2-10,ecology,ru,2018-2
1,KG,2018-2-10,ecology,ru,2018-2
1,KG,2018-2-10,climate change,ru,2018-2
1,US,2018-2-10,climate change,it,2018-2
1,GB,2018-2-10,climate change,ru,2018-2
2,UA,2018-2-10,ecology,ru,2018-2
1,FR,2018-2-10,sustainability,ru,2018-2
1,US,2018-2-10,extinction,it,2018-2
1,KZ,2018-2-10,climate change,ru,2018-2
1,EE,2018-2-10,extinction,ru,2018-2
1,GB,2018-2-10,ecology,ru,2018-2
1,RO,2018-2-10,sustainability,it,2018-2
2,DE,2018-2-10,sustainability,ru,2018-2
1,IE,2018-2-10,biodiversity,it,2018-2
1,FR,2018-2-10,sustainability,it,2018-2
4,US,2018-2-10,sustainability,hi,2018-2
3,DE,2018-2-10,sustainability,hi,2018-2
4,CH,2018-2-10,extinction,de,2018-2
12,DE,2018-2-10,ecology,de,2018-2
2,AU,2018-2-10,sustainability,hi,2018-2
17,DE,2018-2-10,species diversity,de,2018-2
2,RU,2018-2-10,species diversity,de,2018-2
19,DE,2018-2-10,biosphere,de,2018-2
1,IN,2018-2-10,sustainability,hi,2018-2
1,IN,2018-2-10,biodiversity,hi,2018-2
1,SG,2018-2-10,desertification,hi,2018-2
2,CH,2018-2-10,species diversity,de,2018-2
1,GB,2018-2-10,sustainability,hi,2018-2
4,GB,2018-2-10,climate change,hi,2018-2
3,DE,2018-2-10,deforestation,de,2018-2
1,DE,2018-2-10,desertification,hi,2018-2
4,DE,2018-2-10,biodiversity,de,2018-2
1,CH,2018-2-10,deforestation,de,2018-2
2,CH,2018-2-10,ecology,de,2018-2
8,CH,2018-2-10,sustainability,de,2018-2
1,NZ,2018-2-10,biodiversity,de,2018-2
2,SG,2018-2-10,sustainability,hi,2018-2
1,DE,2018-2-10,climate change,hi,2018-2
1,IT,2018-2-10,ecology,de,2018-2
1,IT,2018-2-10,ecosystem service,de,2018-2
2,DE,2018-2-10,subspecies,de,2018-2
1,US,2018-2-10,extinction,hi,2018-2
1,BZ,2018-2-10,ecology,de,2018-2
1,BZ,2018-2-10,ecosystem service,de,2018-2
1,DE,2018-2-10,wildlife trade,de,2018-2
1,CH,2018-2-10,biodiversity,de,2018-2
1,US,2018-2-10,climate change,hi,2018-2
1,DE,2018-2-10,genetic diversity,de,2018-2
1,AT,2018-2-10,species diversity,de,2018-2
1,AT,2018-2-10,deforestation,de,2018-2
7,CN,2018-2-10,ecology,zh,2018-2
1,TW,2018-2-10,extinction,zh_t,2018-2
1,CN,2018-2-10,sustainability,zh,2018-2
3,CN,2018-2-10,climate change,zh,2018-2
1,WS,2018-2-10,sustainability,de,2018-2
1,CH,2018-2-10,climate change,de,2018-2
1,DE,2018-2-10,climate change,de,2018-2
1,LU,2018-2-10,sustainability,de,2018-2
3,AT,2018-2-10,subspecies,de,2018-2
1,CH,2018-2-10,subspecies,de,2018-2
4,CN,2018-2-10,biosphere,zh,2018-2
2,CN,2018-2-10,protected area,zh,2018-2
2,TW,2018-2-10,ecology,zh_t,2018-2
1,ES,2018-2-10,sustainability,de,2018-2
1,TW,2018-2-10,ecology,zh,2018-2
5,BE,2018-2-10,sustainability,nl,2018-2
1,US,2018-2-10,biodiversity,nl,2018-2
1,PL,2018-2-10,extinction,pl,2018-2
32,NL,2018-2-10,sustainability,nl,2018-2
4,NL,2018-2-10,ecology,in,2018-2
6,NL,2018-2-10,ecology,pl,2018-2
3,NU,2018-2-10,sustainability,nl,2018-2
1,US,2018-2-10,climate change,zh_t,2018-2
1,TV,2018-2-10,sustainability,nl,2018-2
4,SK,2018-2-10,ecology,in,2018-2
4,NL,2018-2-10,biodiversity,nl,2018-2
6,PL,2018-2-10,ecology,pl,2018-2
1,TV,2018-2-10,climate change,nl,2018-2
1,NL,2018-2-10,natural capital,nl,2018-2
1,FR,2018-2-10,sustainability,nl,2018-2
1,PL,2018-2-10,invasive species,pl,2018-2
1,PL,2018-2-10,habitat destruction,pl,2018-2
1,DE,2018-2-10,deforestation,ur,2018-2
1,GB,2018-2-10,deforestation,ur,2018-2
1,EE,2018-2-10,protected area,et,2018-2
1,CA,2018-2-10,deforestation,ur,2018-2
1,IR,2018-2-10,desertification,fa,2018-2
22,IR,2018-2-10,sustainability,ur,2018-2
3,US,2018-2-10,sustainability,ur,2018-2
3,GR,2018-2-10,climate change,el,2018-2
1,PK,2018-2-10,ecology,ur,2018-2
1,GR,2018-2-10,keystone species,el,2018-2
12,GR,2018-2-10,sustainability,el,2018-2
5,PK,2018-2-10,sustainability,ur,2018-2
1,DE,2018-2-10,sustainability,ur,2018-2
1,DE,2018-2-10,extinction,ur,2018-2
2,GR,2018-2-10,ecology,el,2018-2
1,IR,2018-2-10,ecology,ur,2018-2
1,FR,2018-2-10,sustainability,ur,2018-2
1,NL,2018-2-10,climate change,el,2018-2
1,GR,2018-2-10,desertification,el,2018-2
2,GR,2018-2-10,species diversity,el,2018-2
1,US,2018-2-10,biodiversity,el,2018-2
1,US,2018-2-10,climate change,el,2018-2
1,GB,2018-2-10,sustainability,ur,2018-2
1,AF,2018-2-10,sustainability,ur,2018-2
2,AX,2018-2-10,sustainability,sv,2018-2
1,US,2018-2-10,sustainability,sv,2018-2
1,US,2018-2-10,extinction,ta,2018-2
19,SE,2018-2-10,sustainability,sv,2018-2
1,HK,2018-2-10,extinction,ta,2018-2
9,SE,2018-2-10,biodiversity,sv,2018-2
2,NU,2018-2-10,ecology,in,2018-2
1,NU,2018-2-10,sustainability,sv,2018-2
1,DK,2018-2-10,sustainability,sv,2018-2
1,SE,2018-2-10,endangered species,sv,2018-2
1,SE,2018-2-10,climate change,sv,2018-2
1,FI,2018-2-10,sustainability,fi,2018-2
1,NO,2018-2-10,ecology,da,2018-2
6,FI,2018-2-10,climate change,fi,2018-2
3,DK,2018-2-10,ecology,da,2018-2
1,IN,2018-2-10,protected area,ta,2018-2
12,CZ,2018-2-10,ecology,in,2018-2
6,CZ,2018-2-10,ecology,cs,2018-2
1,CZ,2018-2-10,endangered species,cs,2018-2
1,CZ,2018-2-10,biodiversity,cs,2018-2
1,US,2018-2-10,sustainability,ro,2018-2
5,CZ,2018-2-10,extinction,cs,2018-2
2,RO,2018-2-10,protected area,ro,2018-2
1,RO,2018-2-10,biodiversity,ro,2018-2
1,SK,2018-2-10,extinction,cs,2018-2
1,CZ,2018-2-10,sustainability,cs,2018-2
1,ES,2018-2-10,sustainability,eu,2018-2
1,ES,2018-2-10,biodiversity,eu,2018-2
215,US,2018-2-11,endangered species,en,2018-2
21,US,2018-2-11,biodiversity,es,2018-2
1,US,2018-2-11,desertification,es,2018-2
28,US,2018-2-11,ecology,es,2018-2
34,US,2018-2-11,extinction,es,2018-2
17,US,2018-2-11,climate change,es,2018-2
31,GB,2018-2-11,sustainability,en,2018-2
140,US,2018-2-11,sustainability,en,2018-2
6,AE,2018-2-11,sustainability,en,2018-2
1,DE,2018-2-11,endangered species,en,2018-2
396,US,2018-2-11,climate change,en,2018-2
22,CA,2018-2-11,climate change,en,2018-2
24,GB,2018-2-11,extinction,en,2018-2
128,US,2018-2-11,extinction,en,2018-2
66,US,2018-2-11,biodiversity,en,2018-2
5,CA,2018-2-11,endangered species,en,2018-2
3,DE,2018-2-11,sustainability,en,2018-2
2,DE,2018-2-11,climate change,en,2018-2
52,GB,2018-2-11,climate change,en,2018-2
1,IN,2018-2-11,ecosystem service,en,2018-2
2,FJ,2018-2-11,climate change,en,2018-2
2,MY,2018-2-11,extinction,en,2018-2
1,MY,2018-2-11,subspecies,en,2018-2
3,MY,2018-2-11,climate change,en,2018-2
3,NZ,2018-2-11,climate change,en,2018-2
54,US,2018-2-11,ecology,en,2018-2
1,FR,2018-2-11,climate change,en,2018-2
8,AU,2018-2-11,sustainability,en,2018-2
60,ES,2018-2-11,climate change,es,2018-2
2,NG,2018-2-11,extinction,en,2018-2
164,US,2018-2-11,deforestation,en,2018-2
3,NG,2018-2-11,sustainability,en,2018-2
3,TH,2018-2-11,endangered species,en,2018-2
1,TH,2018-2-11,subspecies,en,2018-2
1,TH,2018-2-11,wildlife trade,th,2018-2
4,VN,2018-2-11,sustainability,en,2018-2
5,VN,2018-2-11,climate change,en,2018-2
6,AR,2018-2-11,biodiversity,es,2018-2
1,PY,2018-2-11,deforestation,es,2018-2
2,PY,2018-2-11,extinction,es,2018-2
6,DE,2018-2-11,extinction,en,2018-2
4,CA,2018-2-11,deforestation,en,2018-2
1,TH,2018-2-11,wildlife trade,en,2018-2
2,DE,2018-2-11,deforestation,en,2018-2
6,AU,2018-2-11,biodiversity,en,2018-2
2,AU,2018-2-11,protected area,en,2018-2
2,CH,2018-2-11,biodiversity,en,2018-2
2,CH,2018-2-11,climate change,en,2018-2
1,TV,2018-2-11,deforestation,es,2018-2
17,ES,2018-2-11,biodiversity,es,2018-2
77,ES,2018-2-11,sustainability,es,2018-2
6,US,2018-2-11,invasive species,en,2018-2
5,SG,2018-2-11,sustainability,en,2018-2
18,IN,2018-2-11,sustainability,en,2018-2
20,US,2018-2-11,protected area,en,2018-2
3,IT,2018-2-11,sustainability,en,2018-2
3,CA,2018-2-11,ecology,en,2018-2
23,AU,2018-2-11,climate change,en,2018-2
4,PK,2018-2-11,climate change,en,2018-2
2,PK,2018-2-11,sustainability,en,2018-2
13,CA,2018-2-11,sustainability,en,2018-2
13,MX,2018-2-11,biodiversity,es,2018-2
29,MX,2018-2-11,extinction,es,2018-2
5,MX,2018-2-11,subspecies,es,2018-2
1,CA,2018-2-11,invasive species,en,2018-2
2,AU,2018-2-11,ecology,en,2018-2
4,DE,2018-2-11,biodiversity,en,2018-2
1,DE,2018-2-11,protected area,en,2018-2
4,KE,2018-2-11,deforestation,en,2018-2
6,KE,2018-2-11,climate change,en,2018-2
1,PA,2018-2-11,biodiversity,es,2018-2
1,PA,2018-2-11,climate change,es,2018-2
12,IN,2018-2-11,climate change,en,2018-2
3,US,2018-2-11,habitat destruction,en,2018-2
4,IE,2018-2-11,sustainability,en,2018-2
5,ES,2018-2-11,deforestation,es,2018-2
14,US,2018-2-11,biosphere,en,2018-2
2,NL,2018-2-11,desertification,en,2018-2
4,NL,2018-2-11,extinction,en,2018-2
2,NL,2018-2-11,sustainability,en,2018-2
2,NL,2018-2-11,climate change,en,2018-2
4,PL,2018-2-11,sustainability,en,2018-2
6,BG,2018-2-11,sustainability,en,2018-2
2,BG,2018-2-11,biodiversity,en,2018-2
2,US,2018-2-11,genetic diversity,en,2018-2
6,SG,2018-2-11,climate change,en,2018-2
2,FR,2018-2-11,biodiversity,en,2018-2
1,FR,2018-2-11,endangered species,en,2018-2
1,BO,2018-2-11,biodiversity,es,2018-2
1,NL,2018-2-11,ecology,en,2018-2
5,ID,2018-2-11,sustainability,en,2018-2
6,GB,2018-2-11,deforestation,en,2018-2
6,IT,2018-2-11,climate change,en,2018-2
2,GB,2018-2-11,ecology,en,2018-2
7,US,2018-2-11,subspecies,en,2018-2
1,US,2018-2-11,species diversity,en,2018-2
4,GB,2018-2-11,biosphere,en,2018-2
1,GB,2018-2-11,subspecies,en,2018-2
1,FR,2018-2-11,biosphere,fr,2018-2
2,IT,2018-2-11,biodiversity,en,2018-2
2,HK,2018-2-11,sustainability,en,2018-2
7,DE,2018-2-11,ecology,en,2018-2
4,AU,2018-2-11,endangered species,en,2018-2
2,US,2018-2-11,wildlife trade,en,2018-2
2,AU,2018-2-11,biosphere,en,2018-2
1,IN,2018-2-11,ecology,en,2018-2
2,FI,2018-2-11,extinction,en,2018-2
1,ZA,2018-2-11,endangered species,en,2018-2
1,ZA,2018-2-11,wildlife trade,en,2018-2
1,BZ,2018-2-11,sustainability,en,2018-2
1,RO,2018-2-11,ecology,en,2018-2
9,FR,2018-2-11,desertification,fr,2018-2
55,ES,2018-2-11,biosphere,es,2018-2
8,CA,2018-2-11,biodiversity,en,2018-2
1,PH,2018-2-11,endangered species,en,2018-2
4,PH,2018-2-11,extinction,en,2018-2
1,IT,2018-2-11,protected area,en,2018-2
5,FR,2018-2-11,ecology,en,2018-2
1,DE,2018-2-11,deforestation,fr,2018-2
7,GB,2018-2-11,endangered species,en,2018-2
2,GB,2018-2-11,protected area,en,2018-2
22,US,2018-2-11,desertification,en,2018-2
1,NI,2018-2-11,biodiversity,es,2018-2
26,GB,2018-2-11,biodiversity,en,2018-2
1,MX,2018-2-11,deforestation,es,2018-2
12,MX,2018-2-11,climate change,es,2018-2
1,CA,2018-2-11,ecosystem service,en,2018-2
1,US,2018-2-11,subspecies,es,2018-2
20,FR,2018-2-11,extinction,en,2018-2
1,SN,2018-2-11,desertification,fr,2018-2
1,KE,2018-2-11,ecology,en,2018-2
80,ES,2018-2-11,extinction,es,2018-2
2,IE,2018-2-11,biodiversity,en,2018-2
1,IE,2018-2-11,endangered species,en,2018-2
2,IE,2018-2-11,extinction,en,2018-2
1,IE,2018-2-11,protected area,en,2018-2
1,SE,2018-2-11,sustainability,en,2018-2
2,GB,2018-2-11,wildlife trade,en,2018-2
1,GB,2018-2-11,habitat destruction,en,2018-2
3,ES,2018-2-11,endangered species,en,2018-2
2,ES,2018-2-11,ecology,en,2018-2
3,NG,2018-2-11,climate change,en,2018-2
2,MY,2018-2-11,endangered species,en,2018-2
2,CH,2018-2-11,ecology,en,2018-2
6,AR,2018-2-11,ecology,es,2018-2
11,AR,2018-2-11,climate change,es,2018-2
1,CO,2018-2-11,sustainability,en,2018-2
4,BE,2018-2-11,extinction,en,2018-2
2,FR,2018-2-11,biodiversity,es,2018-2
4,ZA,2018-2-11,sustainability,en,2018-2
2,SG,2018-2-11,endangered species,en,2018-2
4,AE,2018-2-11,biodiversity,en,2018-2
3,CN,2018-2-11,climate change,en,2018-2
4,ZA,2018-2-11,biodiversity,en,2018-2
3,DE,2018-2-11,biodiversity,es,2018-2
1,ID,2018-2-11,ecology,en,2018-2
5,ID,2018-2-11,extinction,in,2018-2
2,IN,2018-2-11,subspecies,en,2018-2
10,MX,2018-2-11,biosphere,es,2018-2
3,AE,2018-2-11,climate change,en,2018-2
1,NO,2018-2-11,ecology,en,2018-2
1,NL,2018-2-11,desertification,fr,2018-2
1,AZ,2018-2-11,sustainability,en,2018-2
1,FM,2018-2-11,climate change,en,2018-2
2,OM,2018-2-11,deforestation,en,2018-2
