country,month,trends,twitter,news,overall
IQ,2017-11,0.409090909091,0.185704469907,,0.297397689499
IN,2017-11,6.68181818182,0.547414016188,3.86860759346,3.69927993049
KW,2018-1,0.136363636364,0.63369959333,0.90618336887,0.558748866188
ER,2018-1,,,,
MC,2017-12,,1.42131979695,12.6213592233,7.02133951013
LY,2017-12,0.590909090909,0.730612670911,1.50849564857,0.943339136797
MG,2017-11,2.04545454545,1.02419664576,,1.53482559561
IT,2017-11,4.45454545455,1.58506812099,4.15872910857,3.39944756137
KH,2017-12,2.18181818182,1.85676392573,,2.01929105377
DO,2017-11,26.6818181818,1.35373553334,7.23065798988,11.7554039017
NR,2018-2,,,,
FR,2017-11,7.13636363636,1.24426883107,3.19465112867,3.85842786537
ZA,2017-11,9.72727272727,0.710830413477,5.32878866072,5.25563060049
JP,2017-11,5.27272727273,0.673215483956,0.204398604173,2.05011378695
HN,2017-12,5.45454545455,1.20306716023,5.4996353027,4.05241597249
PK,2017-12,5.04545454545,1.98998131527,11.7537519142,6.26306259165
CM,2017-11,14.6818181818,6.18036919574,,10.4310936888
CW,2017-11,,,,
NU,2018-2,,,4.25398811386,
FJ,2017-11,6.54545454545,6.26959247649,55.1401869159,22.6517446459
KY,2017-12,,4.6396023198,4.46591519055,4.55275875518
MQ,2018-2,1.45454545455,,,
NP,2017-11,14.5909090909,1.21244269314,,7.90167589202
NA,2018-2,0.727272727273,,7.76255707763,4.24491490245
BF,2018-1,0.681818181818,5.59338521401,,3.13760169791
NO,2017-12,6.31818181818,2.72511608102,0.88822295475,3.31050695132
GT,2017-12,2.86363636364,1.56188665992,16.6111111111,7.01221137822
TH,2017-11,4.13636363636,0.261168942778,1.65797822309,2.01850360074
AW,2017-12,,,,
ZM,2017-12,6.5,0.198398639552,11.4617169374,6.05337185897
FI,2017-11,9.63636363636,3.30183308664,2.03994621364,4.99271431222
EC,2017-11,32.3636363636,1.88303299687,6.18911174785,13.4785937028
IN,2018-1,7.45454545455,3.88543985713,3.57205640602,4.97068057256
CF,2017-11,,,5.79710144928,
CN,2017-11,4.04545454545,0.428696975543,1.02884076966,1.83433076355
PR,2018-2,7.95454545455,2.84413868322,7.07338638373,5.9573568405
GU,2018-1,,8.70552611658,4.72222222222,6.7138741694
CL,2018-1,4.18181818182,7.47757359208,5.58468150215,5.74802442535
JM,2017-12,0.954545454545,1.94337899543,34.0983606557,12.3320950352
CG,2017-11,,1.2353304509,,
AR,2017-12,5.40909090909,0.4443439496,1.49744629985,2.45029371951
VU,2018-2,,,18.4615384615,
EE,2017-11,0.545454545455,0.743494423792,0.77101002313,0.686652997459
PF,2018-2,,55.3921568627,5.71428571429,30.5532212885
KH,2017-11,1.68181818182,0.267701780217,,0.974759981018
TO,2017-12,,,1.87725631769,
GR,2017-11,2.81818181818,0.93215530518,4.20904120863,2.65312611066
AE,2017-12,11.1818181818,0.58510082541,7.80073591848,6.5225516419
PW,2017-11,,,,
GF,2017-11,,8.62068965517,,
BN,2018-2,,5.27298180121,3.88349514563,4.57823847342
BH,2018-2,,,,
TK,2017-11,,,3.9270687237,
ST,2017-12,,,,
RS,2017-11,1.72727272727,0.739713361073,0.115356885364,0.860780991236
NA,2017-11,0.272727272727,,8.99854862119,4.63563794696
KG,2017-12,9.09090909091,2.10447200301,2.49967519813,4.56501876401
SO,2018-1,,5.15733612378,4.87486965589,5.01610288983
TF,2017-11,,,,
IN,2018-2,5.77272727273,2.70658682635,3.40650396914,3.96193935607
CO,2017-11,23.0,1.57110866242,9.22763720969,11.266248624
GA,2017-11,,2.15053763441,4.28571428571,3.21812596006
PE,2018-1,8.63636363636,5.12432942492,2.09817764983,5.28629023704
AT,2017-11,5.5,1.95932442494,2.71444255279,3.39125565924
UY,2017-11,8.90909090909,0.624679466169,7.4673715513,5.66704730885
CF,2017-12,,,4.12698412698,
GU,2017-11,,1.414427157,12.3076923077,6.86105973235
NC,2017-11,,,1.94647201946,
CX,2017-12,,,,
MU,2017-11,1.13636363636,1.30752188283,3.34448160535,1.92945570818
CZ,2017-12,3.90909090909,1.14491331371,2.04789309403,2.36729910561
AF,2017-11,,0.679809653297,2.80504908836,1.74242937083
GY,2017-11,4.54545454545,1.15008625647,33.1288343558,12.9414583859
GA,2018-1,4.22727272727,11.2195121951,,7.7233924612
CZ,2018-2,2.36363636364,5.60145406477,1.8069068748,3.2573324344
HT,2017-11,4.77272727273,0.4233252196,,2.59802624616
AM,2017-11,,0.565131393049,1.08511359783,0.825122495439
MA,2017-12,8.09090909091,1.00696785795,1.22923692754,3.44237129213
TJ,2017-12,,,5.031303358,
SL,2017-12,,5.70652173913,,
FK,2017-11,,,,
HM,2017-11,,,,
HU,2017-11,2.72727272727,0.879662209711,0.11968503937,1.24220665878
DZ,2018-1,8.0,2.15349083986,,5.07674541993
LA,2017-11,,1.16686114352,3.27198364008,2.2194223918
MM,2018-2,0.227272727273,4.30394210627,0.547945205479,1.69305334634
SL,2018-1,,7.84447476126,,
KM,2017-12,,,,
JM,2017-11,3.13636363636,1.12485128168,26.3157894737,10.1923347972
GA,2018-2,,24.672489083,,
JO,2017-11,0.409090909091,0.56436062644,0.597907324365,0.523786286632
SO,2017-11,,1.05972295814,21.7882836588,11.4240033085
LU,2018-1,,9.76645435244,5.96408839779,7.86527137512
BR,2017-11,12.7272727273,0.190797064552,6.82797102395,6.58201360526
CU,2017-11,,1.30757800892,15.3846153846,8.34609669677
TT,2017-11,3.31818181818,0.400266844563,2.18653911855,1.96832926043
BN,2017-11,,,3.34728033473,
GW,2018-1,,,,
NZ,2017-11,16.3636363636,2.8830752803,15.129789864,11.458833836
AS,2018-1,,,,
AF,2017-12,,1.86356073211,3.79562043796,2.82959058503
BE,2018-1,5.40909090909,8.40891513745,2.35770668882,5.39190424512
MP,2017-11,,,,
XK,2017-11,,,,
NP,2018-1,15.2727272727,4.88945578231,1.48601398601,7.21606568035
KW,2017-11,0.272727272727,0.292868648411,1.97044334975,0.845346423631
HR,2018-1,3.27272727273,,0.376890975483,1.8248091241
KG,2017-11,5.90909090909,0.789889415482,2.96662546354,3.22186859604
PH,2017-11,12.5454545455,0.245312426437,3.90901896012,5.56659531067
FM,2017-11,,100.0,5.27261833433,52.6363091672
KI,2017-11,,,48.0,
VI,2017-11,,,,
UZ,2017-11,2.81818181818,0.635727908455,3.16205533597,2.20532168754
TC,2017-12,,,,
OM,2017-11,3.86363636364,0.3717299382,14.849187935,6.36151807896
IT,2018-1,4.18181818182,8.25573449116,3.40921797694,5.28225688331
PR,2018-1,4.86363636364,0.955440471905,6.4979978158,4.10569155045
VA,2017-11,,2.52206809584,12.2075279756,7.36479803571
BF,2017-11,,1.79613830265,4.25531914894,3.02572872579
IS,2017-12,,1.4505893019,1.24312694239,1.34685812214
WS,2017-12,,,11.7192530586,
BQ,2017-11,,,,
LY,2017-11,0.136363636364,0.319335781574,0.923787528868,0.459828982269
NG,2017-11,9.0,0.83122610225,4.33607555463,4.72243388563
IO,2018-1,,,5.08747697974,
LT,2017-11,1.5,1.47528891075,0.42494422607,1.13341104561
AL,2018-1,4.31818181818,7.4928329424,0.0777391622462,3.96291797428
ST,2018-1,,,32.6923076923,
LU,2017-11,,0.885935769657,12.5737630504,6.72984941002
CU,2017-12,,1.54392844014,24.7683147813,13.1561216107
MO,2017-11,,0.712758374911,10.9756097561,5.8441840655
NI,2017-11,2.27272727273,0.417950995246,8.47741215839,3.72269680879
SL,2017-11,,1.5015015015,,
VE,2017-11,13.5,1.16372017614,3.01441677588,5.89271231734
GG,2018-1,,,,
YT,2017-11,,,,
MD,2017-11,5.72727272727,,1.78955519229,3.75841395978
SN,2017-11,,1.01708706265,7.29166666667,4.15437686466
AM,2018-1,,,0.737691037636,
PE,2017-12,20.9545454545,0.777867187799,2.42021812992,8.05087692409
IE,2018-1,4.63636363636,6.67024163894,4.18491639758,5.16384055763
CV,2018-2,4.54545454545,,11.6402116402,8.09283309283
MC,2017-11,,3.06278713629,3.2,3.13139356815
SB,2017-11,,,9.09090909091,
YE,2018-1,0.0909090909091,3.45721694036,,1.77406301564
KP,2018-2,,,,
NL,2018-1,8.22727272727,11.6315690657,4.63345421242,8.16409866845
BS,2017-11,,0.740231586739,,
UZ,2018-1,4.31818181818,,1.37466307278,2.84642244548
MS,2017-11,,,,
LY,2018-2,3.22727272727,3.80172703824,0.709219858156,2.57940654122
BI,2017-12,,,13.6842105263,
BE,2017-12,5.95454545455,2.35123787462,3.02218170361,3.77598834426
IR,2018-2,1.86363636364,1.53725810291,3.42551535051,2.27546993902
CV,2017-12,,0.386593490042,10.9655937847,5.67609363736
GG,2017-11,,,,
NR,2017-11,,,,
NC,2018-2,,,2.39520958084,
BN,2018-1,,,3.64806866953,
LV,2017-11,,0.291587694999,0.72360953462,0.50759861481
VI,2017-12,,1.92506015813,,
IR,2017-12,3.27272727273,0.527141512394,4.75969907066,2.85318928526
ZA,2017-12,6.13636363636,0.739818065149,5.14378673384,4.00665614512
KH,2018-2,0.454545454545,,,
KR,2017-11,4.40909090909,0.246609124538,0.963338552215,1.87301286195
FR,2017-12,5.68181818182,1.84363989078,3.45635025911,3.66060277724
LV,2017-12,0.681818181818,1.59045725646,0.523792255933,0.932022564737
IT,2018-2,6.27272727273,7.43400459821,3.37021189547,5.6923145888
NR,2017-12,,,,
AS,2017-11,,,,
MV,2018-1,,1.16396761134,,
TG,2018-1,,,8.85416666667,
YT,2018-2,,,,
FM,2018-2,,,4.44718962322,
NO,2017-11,7.95454545455,1.37030469128,0.724033903175,3.34962801633
FK,2017-12,,,,
GI,2018-2,,,12.5,
AS,2017-12,,,,
SG,2017-11,10.7727272727,0.902546943448,2.47798114013,4.71775178544
BD,2017-12,3.36363636364,0.33453806864,0.372759856631,1.3569780963
YE,2017-12,0.0454545454545,1.25655896161,0.669240669241,0.657084725436
IQ,2018-2,0.272727272727,1.00565122592,,0.639189249321
DO,2018-1,12.0,6.1918994352,7.63701707098,8.60963883539
AO,2017-11,0.272727272727,,6.18429189858,3.22850958565
CM,2018-1,5.90909090909,55.0054543929,,30.457272651
SH,2018-2,3.68181818182,,,
CU,2018-1,1.09090909091,5.30351069349,16.1353868195,7.50993553463
HN,2018-2,6.22727272727,8.84501652461,2.30452674897,5.79227200029
CH,2017-12,7.18181818182,2.04172574438,2.57812197054,3.93388863225
TW,2018-2,2.72727272727,1.26264037097,0.445333090975,1.47841539641
CN,2018-1,3.13636363636,2.69051619627,0.9871515136,2.27134378208
SK,2017-12,2.36363636364,,0.970664291953,1.66715032779
RU,2018-2,3.90909090909,1.47035861136,1.66326353468,2.34757101838
LC,2017-11,,0.772424447234,,
TW,2018-1,4.72727272727,2.83080794267,0.435786720852,2.6646224636
IO,2017-11,,,0.380589914367,
MM,2017-12,,0.29439596257,7.05210563883,3.6732508007
PK,2018-1,6.86363636364,8.04107017996,6.93730457364,7.28067037241
RS,2017-12,1.77272727273,0.762250453721,0.0507051742326,0.861894300227
MT,2017-11,0.681818181818,2.58041553588,4.64135021097,2.63452797622
IE,2017-11,6.09090909091,1.92861941188,6.15591397849,4.72514749376
NL,2017-12,4.04545454545,2.63964984237,5.79364860922,4.15958433235
ME,2017-11,,,1.76059707205,
DZ,2017-12,6.45454545455,0.615713253542,,3.53512935404
GL,2018-2,,,,
IT,2017-12,3.09090909091,1.68061149961,4.07457983193,2.94870014082
AT,2017-12,2.95454545455,1.56988386063,2.97626449183,2.500231269
BW,2017-12,,0.503144654088,8.25396825397,4.37855645403
CD,2017-12,1.81818181818,,4.96629213483,3.39223697651
CM,2017-12,6.40909090909,7.15319764966,,6.78114427938
CA,2017-12,11.5454545455,2.16451286106,7.14301000482,6.95099247044
GY,2018-2,,,,
BJ,2017-12,,4.43154840412,,
CL,2017-12,7.59090909091,1.37911106441,5.51955925209,4.82985980247
CN,2017-12,10.2272727273,0.697961803033,1.1776113907,4.03428197367
CO,2017-12,9.18181818182,1.51909954381,7.47481430247,6.0585773427
CR,2017-12,4.81818181818,1.48321623731,2.51410153102,2.93849986217
DO,2017-12,16.4545454545,1.62844533647,10.0508646999,9.3779518303
IS,2018-1,,3.99916539157,0.583495917335,2.29133065445
SR,2017-12,,,6.38036809816,
JM,2018-2,7.5,6.40226628895,10.8108108108,8.23769236659
NI,2018-2,5.95454545455,2.35073850634,10.2734051367,6.19289636586
EC,2017-12,26.5,3.14588521457,8.99046104928,12.878782088
ET,2017-12,33.6363636364,2.56880733945,100.0,45.4017236586
KP,2018-1,,,,
PN,2017-12,,,,
PG,2018-2,3.5,,3.08285163776,3.29142581888
PF,2017-12,,3.26721120187,7.32394366197,5.29557743192
SL,2018-2,,,,
DE,2017-12,3.63636363636,1.62183794258,3.62463740172,2.96094632689
CH,2018-1,5.63636363636,8.05463141306,2.36151675995,5.35083726979
GR,2017-12,1.95454545455,1.44342297448,4.19655733396,2.53150858766
BZ,2017-12,4.54545454545,1.37468292284,0.273574326102,2.06457059813
GY,2017-12,8.5,3.32147093713,26.3291139241,12.7168616204
PN,2018-2,,,,
HK,2017-12,15.8181818182,1.22291281707,3.62116991643,6.88742151723
SY,2018-1,3.40909090909,,,
HU,2017-12,1.90909090909,2.57637099742,0.186711748777,1.55739121843
CW,2017-12,,20.2898550725,,
GH,2018-2,5.86363636364,2.23417296058,16.1073825503,8.06839729152
FI,2018-1,3.31818181818,18.6881846964,2.76802559265,8.25813070242
ID,2017-12,5.77272727273,0.429407694178,3.20039633391,3.13417710027
IE,2017-12,9.40909090909,1.90285312784,5.65806925147,5.65667109614
KE,2017-12,16.0909090909,1.38215601149,8.57550967407,8.68285825882
MK,2017-12,1.0,3.90243902439,0.0194887939435,1.64064260611
TH,2018-1,3.90909090909,6.79299727498,1.38540621866,4.02916480091
NA,2017-12,,,12.4417177914,
UG,2017-12,7.36363636364,1.60128102482,11.9427710843,6.96922949093
KR,2018-1,2.86363636364,2.34833966888,0.512961484407,1.90831250564
MZ,2017-11,2.04545454545,0.773694390716,10.4575163399,4.42555509201
RW,2017-12,,1.8861569552,,
MV,2017-11,,3.24737344795,0.128617363344,1.68799540565
NP,2017-12,10.9545454545,2.05257094984,7.59124087591,6.86611909343
OM,2017-12,2.40909090909,0.985828712261,18.7349879904,7.37663587058
RU,2017-12,6.09090909091,0.692285956485,2.66501009474,3.14940171404
HN,2017-11,13.9545454545,0.971309025702,4.34467776973,6.42351074999
SA,2017-12,3.45454545455,0.192903892525,1.97234294745,1.87326409817
BA,2017-12,1.72727272727,,0.0409094485092,0.884091087891
KR,2017-12,4.0,0.353097277203,0.792069187132,1.71505548811
GF,2017-12,,,,
ES,2017-12,9.13636363636,2.64905606202,6.54877742821,6.1113990422
LK,2017-12,4.0,2.26537216828,10.1242027526,5.4631916403
AD,2018-2,,,0.507614213198,
EH,2017-11,,,,
GB,2017-12,6.36363636364,1.51932778396,3.6063196223,3.82976125663
SH,2017-12,7.86363636364,,,
AX,2018-1,,,0.940265486726,
SD,2017-12,1.22727272727,,1.02027468934,1.12377370831
SY,2017-12,9.68181818182,,,
BT,2018-1,,,,
AL,2018-2,,3.28966521106,,
TW,2017-12,5.31818181818,0.351776471179,0.662141431966,2.11069990711
TH,2017-12,3.90909090909,0.719371456746,1.89140479077,2.1732890522
BH,2018-1,0.136363636364,0.80105879075,,0.468711213557
GL,2017-12,,,,
PF,2017-11,,2.12539851222,14.440433213,8.28291586261
TN,2017-12,1.95454545455,1.32814723461,1.36580706781,1.54949991899
CR,2018-2,3.0,4.23181350061,2.3720349563,3.20128281897
GE,2017-12,,0.963391136802,0.142193054416,0.552792095609
BQ,2018-2,,100.0,,
UA,2017-12,4.04545454545,0.875486381323,0.8258066934,1.91558254006
VN,2017-12,7.40909090909,0.869250271641,0.667756004278,2.982032395
BV,2017-12,,,,
BF,2017-12,0.363636363636,1.27041742287,4.92890995261,2.1876545797
SH,2018-1,2.04545454545,,,
AX,2017-12,,,0.736543909348,
GD,2018-2,,5.23794808405,,
AL,2017-12,1.18181818182,1.89701897019,0.0845941109484,1.05447708765
AD,2017-12,,,1.87454938717,
AO,2017-12,0.181818181818,0.694186190653,8.39483394834,3.09027944027
EE,2017-12,1.09090909091,,1.05789966229,1.0744043766
GT,2018-1,12.3181818182,3.30531005245,6.21799561083,7.28049582715
GR,2018-1,2.81818181818,7.46965452848,3.67418881114,4.65400838593
AI,2017-12,,1.61569532602,18.2456140351,9.93065468056
AM,2017-12,0.363636363636,0.779727095517,0.753623188406,0.63232888252
BM,2017-12,,1.4735291022,,
BS,2017-12,,1.1714255831,,
KG,2018-2,2.04545454545,,5.89903573454,3.97224514
SZ,2017-11,,,,
GM,2017-12,,,,
CA,2018-1,16.1363636364,8.45516792591,4.91135348288,9.83429501505
BH,2017-12,0.136363636364,0.0960911493188,,0.116227392841
CI,2017-12,3.68181818182,1.17326628955,4.22764227642,3.0275755826
PH,2017-12,12.4545454545,0.268165643855,5.01663986838,5.91311698893
BY,2017-12,4.22727272727,1.3379204893,1.74776253566,2.43765191741
MT,2017-12,1.59090909091,2.2329596097,8.14317673378,3.9890151448
BT,2017-12,,,,
LC,2018-2,,,,
FM,2017-12,,100.0,6.60508083141,53.3025404157
RS,2018-2,1.40909090909,2.11709601874,0.120520822124,1.21556924998
BJ,2017-11,,1.17061750073,,
IO,2017-12,,,2.40295748614,
BN,2017-12,,,4.5786163522,
BZ,2018-2,1.72727272727,5.98728364535,0.146538038833,2.62036480382
BG,2017-12,1.68181818182,0.316419934456,1.51843817787,1.17222543138
GM,2017-11,,2.47218788628,,
BQ,2017-12,,,,
TD,2017-12,1.45454545455,1.90865712338,,1.68160128896
MT,2018-2,0.5,3.43256379101,14.3222506394,6.08493814346
CC,2017-12,,,2.04623708805,
CK,2017-12,,,,
MF,2017-12,,,,
TR,2018-2,1.81818181818,2.11147295927,0.767224729202,1.56562650222
HR,2017-12,1.68181818182,0.838239696637,0.494310002988,1.00478929381
GU,2018-2,,17.8233438486,15.3846153846,16.6039796166
CY,2017-12,0.454545454545,1.88933873144,3.83469626168,2.05952681589
DJ,2017-12,4.54545454545,,,
DM,2017-12,,,,
SV,2017-12,2.77272727273,1.31785378099,10.7194826192,4.93668789098
GQ,2017-11,,,13.7566137566,
GQ,2017-12,,,5.74585635359,
ER,2017-12,,,,
FO,2017-12,,,,
GS,2018-1,,,,
MY,2018-1,8.63636363636,1.75971669654,3.65247378269,4.68285137187
GP,2017-12,1.63636363636,0.819912152269,,1.22813789432
GG,2017-12,,,,
XK,2018-2,,,,
GN,2017-12,,,,
KM,2018-1,,,,
HM,2017-12,,,,
IQ,2017-12,0.681818181818,0.105475298062,0.955882352941,0.58105861094
IM,2017-12,,,7.58798283262,
FI,2017-12,4.13636363636,3.43537720322,2.53984099255,3.37052727738
IL,2017-12,2.5,0.989272178326,0.144400686661,1.21122428833
TR,2018-1,2.04545454545,1.35678227975,0.95684138648,1.45302607056
NG,2018-2,5.40909090909,2.84038542103,3.17064220183,3.80670617732
JE,2017-12,,1.04205433569,,
KZ,2017-12,7.77272727273,1.09567599296,2.52246172017,3.79695499528
KW,2017-12,3.77272727273,0.201161812098,,1.98694454241
LA,2017-12,,0.849256900212,,
SN,2018-1,0.636363636364,5.8369708659,6.08108108108,4.18480519445
LS,2017-12,,1.87165775401,,
LR,2017-12,,1.31455399061,,
BD,2017-11,4.72727272727,1.03114669578,0.0508517670989,1.93642373005
LI,2017-12,,,2.38943136129,
LT,2017-12,1.90909090909,,0.431663207827,1.17037705846
ML,2018-2,,3.50931677019,8.08080808081,5.7950624255
LU,2017-12,,2.5162884745,12.9359767647,7.72613261962
MG,2017-12,9.13636363636,0.747863247863,28.1081081081,12.6641116641
ML,2017-12,,1.59226613591,7.87878787879,4.73552700735
MH,2017-12,,,,
UA,2018-2,2.72727272727,4.85478604571,0.612005729415,2.73135483413
ML,2017-11,,0.864179749388,6.33663366337,3.60040670638
MQ,2017-12,1.63636363636,0.622775800712,,1.12956971854
MR,2017-12,0.636363636364,2.51046025105,1.08108108108,1.40930165616
MU,2017-12,1.0,1.87933477515,4.22535211268,2.36822896261
MN,2017-12,1.22727272727,1.02301790281,1.38599466925,1.21209509978
TN,2017-11,1.31818181818,0.744289900916,2.80522792477,1.62256654796
MS,2017-12,,,,
ID,2018-1,5.5,1.99463923941,2.16845630013,3.22103184651
BJ,2018-1,4.54545454545,,,
NC,2017-12,4.54545454545,,4.85981308411,4.70263381478
GS,2017-12,,,,
NI,2017-12,5.59090909091,0.765403750478,12.8002643317,6.38552572437
BM,2017-11,,1.12578037048,,
NU,2017-12,,,3.26909935766,
NF,2017-12,,,,
US,2018-1,12.3181818182,4.99002825277,3.39005458377,6.89942155158
MP,2017-12,,,,
SG,2018-2,8.36363636364,7.33949537847,2.43463228409,6.04592134206
PS,2018-1,0.136363636364,1.83559457302,0.578831312018,0.850263173802
RO,2017-12,2.68181818182,0.616468516072,0.598098138638,1.29879494551
BI,2018-1,,17.7743431221,5.44871794872,11.6115305354
PW,2017-12,,,,
LA,2018-2,,7.01863354037,,
CH,2018-2,4.13636363636,9.25590619072,1.87000662875,5.08742548528
PS,2017-12,,0.431300061614,0.484461302988,0.457880682301
PG,2017-12,,0.540019286403,16.5771812081,8.55860024723
RW,2018-1,2.13636363636,10.7376283847,,6.43699601053
PY,2017-12,1.63636363636,1.52087018287,1.11337406653,1.42353596192
PR,2017-12,3.31818181818,0.515683765655,7.53033268102,3.78806608828
CA,2017-11,16.7727272727,1.67700759651,6.78001769615,8.4099175218
RE,2017-12,1.5,,15.7930258718,8.64651293588
MS,2018-2,,,,
SM,2017-12,,,3.60693641618,
SC,2017-12,,1.44088511514,7.42857142857,4.43472827186
SX,2017-12,,,0.873134328358,
ZW,2018-2,6.5,7.53936482519,5.87823652904,6.63920045141
AT,2018-1,5.36363636364,4.72296893668,2.70962200732,4.26540910254
SB,2017-12,,,10.6666666667,
DM,2018-2,,10.9496124031,,
LS,2018-1,,7.40502253703,,
SO,2017-12,,1.07345499157,12.6700507614,6.87175287649
EE,2018-2,5.0,,0.598494412494,2.79924720625
VG,2017-11,,,1.92492781521,
BL,2017-12,,,,
US,2018-2,12.6363636364,4.41671705165,3.28360188968,6.77889419257
TV,2017-12,,,3.02171597907,
KN,2017-12,,,,
LC,2017-12,,0.28163347415,,
ID,2018-2,5.81818181818,1.39956375446,2.00591824443,3.07455460569
VC,2017-12,,1.50933225524,,
KM,2018-2,,,,
SJ,2017-12,,,,
MZ,2018-2,,,7.27272727273,
FR,2018-1,7.09090909091,7.35177865613,3.49001191467,5.9775665539
TZ,2017-12,23.4090909091,1.11314303888,3.17765168049,9.23329520949
TL,2017-12,,,5.41666666667,
TK,2017-12,,,1.87997107737,
TT,2017-12,1.18181818182,0.980804259493,2.75757575758,1.6400660663
UM,2017-12,,15.9090909091,,
PY,2018-2,1.09090909091,4.74896335313,0.932451479996,2.25744130801
UY,2017-12,1.27272727273,1.35361151505,7.72734614763,3.45122831181
VU,2017-12,,,48.6699507389,
GI,2017-12,,1.90865712338,8.45528455285,5.18197083811
VA,2017-12,,,5.88996763754,
GW,2017-12,,11.2,,
WF,2017-12,,,,
EH,2017-12,,,,
AR,2018-1,2.22727272727,2.00426580797,1.04338112649,1.75830655391
BR,2018-1,4.31818181818,0.846606250386,5.08214636315,3.41564481057
EC,2018-1,43.0,25.7981941729,6.38087712367,25.0596904322
AU,2018-2,9.13636363636,11.0981639006,4.76316136693,8.33256296796
ET,2018-1,33.5454545455,13.3101851852,100.0,48.9518799102
IQ,2018-1,0.772727272727,,,
NF,2018-1,,,,
MX,2018-1,27.5454545455,3.6797541439,3.75862765302,11.6612787808
TZ,2017-11,13.3181818182,1.27206233105,2.68456375839,5.75826930254
PT,2018-1,7.68181818182,1.26833135157,5.40498623551,4.7850452563
TZ,2018-1,29.4090909091,7.51961639058,1.38436482085,12.7710240402
US,2017-12,13.7727272727,1.69653944425,4.41370619299,6.62765763666
UA,2018-1,2.63636363636,1.75552417662,0.77245074773,1.72144618691
SI,2018-2,0.545454545455,,0.224744353298,0.385099449376
AE,2018-1,9.59090909091,3.99706831284,8.95143153706,7.51313631361
AF,2018-1,,3.49225630125,1.79577464789,2.64401547457
WF,2018-1,,,,
AD,2018-1,,8.77192982456,1.01431980907,4.89312481682
JE,2017-11,,0.634920634921,,
AO,2018-1,,2.61899339558,7.55646323883,5.0877283172
AI,2018-1,,6.23306233062,4.88505747126,5.55905990094
ZW,2017-12,1.54545454545,1.31977644603,10.4495912807,4.43827409071
AG,2018-1,,11.0470701249,,
IE,2018-2,4.31818181818,5.94950341031,4.67585502808,4.98118008552
NG,2017-12,6.22727272727,0.782972377124,6.22463136837,4.41162549092
AZ,2018-1,0.863636363636,,2.46787461691,1.66575549028
BS,2018-1,,6.2882139484,,
VU,2018-1,,,18.2343234323,
BD,2018-1,2.90909090909,3.39953239633,0.481177469573,2.263266925
BM,2018-1,,5.80426992379,,
BA,2018-1,1.36363636364,3.52868978214,0.0834151128557,1.65858041954
BW,2018-1,,3.20468162185,1.34920634921,2.27694398553
CO,2018-2,20.9545454545,8.22089386564,6.3995337316,11.8583243506
BV,2018-1,,,,
VG,2018-1,,,0.793650793651,
KH,2018-1,0.545454545455,3.46124905944,0.602836879433,1.53651349478
KY,2018-1,,21.2177121771,4.90856592878,13.0631390529
CF,2018-1,,5.4143126177,,
AQ,2018-2,,,,
AQ,2018-1,,,,
AQ,2017-11,,,,
AQ,2017-12,,,,
