"country","issue","set","month","mentions","baseline","rate"
"AO","biodiversity","issue","2017-12",34,4336,0.00784132841328413
"AO","biodiversity","issue","2018-1",32,3939,0.00812388931200812
"AO","biodiversity","issue","2018-2",30,3972,0.00755287009063444
"AO","biodiversity","issue","2018-3",30,4242,0.00707213578500707
"AO","biodiversity","issue","2018-4",52,3936,0.0132113821138211
"AO","biodiversity","issue","2018-5",2,202,0.0099009900990099
"AO","biosphere","issue","2017-11",5,4851,0.0010307153164296
"AO","biosphere","issue","2017-12",0,4336,0
"AO","biosphere","issue","2018-1",0,3939,0
"AO","biosphere","issue","2018-2",15,3972,0.00377643504531722
"AO","biosphere","issue","2018-3",0,4242,0
"AO","biosphere","issue","2018-4",10,3936,0.00254065040650406
"AO","biosphere","issue","2018-5",0,202,0
"AO","climate change","issue","2017-11",7,4851,0.00144300144300144
"AO","climate change","issue","2017-12",4,4336,0.000922509225092251
"AO","climate change","issue","2018-1",4,3939,0.00101548616400102
"AO","climate change","issue","2018-2",10,3972,0.00251762336354481
"AO","climate change","issue","2018-3",4,4242,0.000942951438000943
"AO","climate change","issue","2018-4",9,3936,0.00228658536585366
"AO","climate change","issue","2018-5",0,202,0
"AO","deforestation","issue","2017-11",2,4851,0.000412286126571841
"AO","deforestation","issue","2017-12",4,4336,0.000922509225092251
"AO","deforestation","issue","2018-1",5,3939,0.00126935770500127
"AO","deforestation","issue","2018-2",3,3972,0.000755287009063444
"AO","deforestation","issue","2018-3",2,4242,0.000471475719000471
"AO","deforestation","issue","2018-4",2,3936,0.000508130081300813
"AO","deforestation","issue","2018-5",0,202,0
"AO","desertification","issue","2017-11",0,4851,0
"AO","desertification","issue","2017-12",2,4336,0.000461254612546125
"AO","desertification","issue","2018-1",3,3939,0.000761614623000762
"AO","desertification","issue","2018-2",4,3972,0.00100704934541793
"AO","desertification","issue","2018-3",19,4242,0.00447901933050448
"AO","desertification","issue","2018-4",5,3936,0.00127032520325203
"AO","desertification","issue","2018-5",0,202,0
"AO","ecology","issue","2017-11",6,4851,0.00123685837971552
"AO","ecology","issue","2017-12",2,4336,0.000461254612546125
"AO","ecology","issue","2018-1",6,3939,0.00152322924600152
"AO","ecology","issue","2018-2",10,3972,0.00251762336354481
"AO","ecology","issue","2018-3",4,4242,0.000942951438000943
"AO","ecology","issue","2018-4",6,3936,0.00152439024390244
"AO","ecology","issue","2018-5",0,202,0
"AO","ecosystem service","issue","2017-11",0,4851,0
"AO","ecosystem service","issue","2017-12",0,4336,0
"AO","ecosystem service","issue","2018-1",0,3939,0
"AO","ecosystem service","issue","2018-2",0,3972,0
"AO","ecosystem service","issue","2018-3",0,4242,0
"AO","ecosystem service","issue","2018-4",0,3936,0
"AO","ecosystem service","issue","2018-5",0,202,0
"AO","endangered species","issue","2017-11",0,4851,0
"AO","endangered species","issue","2017-12",2,4336,0.000461254612546125
"AO","endangered species","issue","2018-1",0,3939,0
"AO","endangered species","issue","2018-2",0,3972,0
"AO","endangered species","issue","2018-3",1,4242,0.000235737859500236
"AO","endangered species","issue","2018-4",0,3936,0
"AO","endangered species","issue","2018-5",0,202,0
"AO","endemic species","issue","2017-11",0,4851,0
"AO","endemic species","issue","2017-12",0,4336,0
"AO","endemic species","issue","2018-1",0,3939,0
"AO","endemic species","issue","2018-2",0,3972,0
"AO","endemic species","issue","2018-3",0,4242,0
"AO","endemic species","issue","2018-4",0,3936,0
"AO","endemic species","issue","2018-5",0,202,0
"AO","extinction","issue","2017-11",20,4851,0.00412286126571841
"AO","extinction","issue","2017-12",24,4336,0.00553505535055351
"AO","extinction","issue","2018-1",22,3939,0.00558517390200559
"AO","extinction","issue","2018-2",14,3972,0.00352467270896274
"AO","extinction","issue","2018-3",15,4242,0.00353606789250354
"AO","extinction","issue","2018-4",11,3936,0.00279471544715447
"AO","extinction","issue","2018-5",5,202,0.0247524752475248
"AO","genetic diversity","issue","2017-11",0,4851,0
"AO","genetic diversity","issue","2017-12",0,4336,0
"AO","genetic diversity","issue","2018-1",0,3939,0
"AO","genetic diversity","issue","2018-2",0,3972,0
"AO","genetic diversity","issue","2018-3",0,4242,0
"AO","genetic diversity","issue","2018-4",0,3936,0
"AO","genetic diversity","issue","2018-5",0,202,0
"AO","habitat destruction","issue","2017-11",0,4851,0
"AO","habitat destruction","issue","2017-12",1,4336,0.000230627306273063
"AO","habitat destruction","issue","2018-1",0,3939,0
"AO","habitat destruction","issue","2018-2",0,3972,0
"AO","habitat destruction","issue","2018-3",0,4242,0
"AO","habitat destruction","issue","2018-4",0,3936,0
"AO","habitat destruction","issue","2018-5",0,202,0
"AO","habitat fragmentation","issue","2017-11",0,4851,0
"AO","habitat fragmentation","issue","2017-12",0,4336,0
"AO","habitat fragmentation","issue","2018-1",0,3939,0
"AO","habitat fragmentation","issue","2018-2",0,3972,0
"AO","habitat fragmentation","issue","2018-3",0,4242,0
"AO","habitat fragmentation","issue","2018-4",0,3936,0
"AO","habitat fragmentation","issue","2018-5",0,202,0
"AO","invasive species","issue","2017-11",1,4851,0.00020614306328592
"AO","invasive species","issue","2017-12",0,4336,0
"AO","invasive species","issue","2018-1",0,3939,0
"AO","invasive species","issue","2018-2",1,3972,0.000251762336354481
"AO","invasive species","issue","2018-3",0,4242,0
"AO","invasive species","issue","2018-4",0,3936,0
"AO","invasive species","issue","2018-5",0,202,0
"AO","keystone species","issue","2017-11",0,4851,0
"AO","keystone species","issue","2017-12",0,4336,0
"AO","keystone species","issue","2018-1",0,3939,0
"AO","keystone species","issue","2018-2",0,3972,0
"AO","keystone species","issue","2018-3",0,4242,0
"AO","keystone species","issue","2018-4",0,3936,0
"AO","keystone species","issue","2018-5",0,202,0
"AO","natural capital","issue","2017-11",0,4851,0
"AO","natural capital","issue","2017-12",0,4336,0
"AO","natural capital","issue","2018-1",0,3939,0
"AO","natural capital","issue","2018-2",0,3972,0
"AO","natural capital","issue","2018-3",0,4242,0
"AO","natural capital","issue","2018-4",0,3936,0
"AO","natural capital","issue","2018-5",0,202,0
"AO","ocean acidification","issue","2017-11",0,4851,0
"AO","ocean acidification","issue","2017-12",0,4336,0
"AO","ocean acidification","issue","2018-1",0,3939,0
"AO","ocean acidification","issue","2018-2",0,3972,0
"AO","ocean acidification","issue","2018-3",0,4242,0
"AO","ocean acidification","issue","2018-4",0,3936,0
"AO","ocean acidification","issue","2018-5",0,202,0
"AO","protected area","issue","2017-11",0,4851,0
"AO","protected area","issue","2017-12",4,4336,0.000922509225092251
"AO","protected area","issue","2018-1",0,3939,0
"AO","protected area","issue","2018-2",0,3972,0
"AO","protected area","issue","2018-3",4,4242,0.000942951438000943
"AO","protected area","issue","2018-4",0,3936,0
"AO","protected area","issue","2018-5",0,202,0
"AO","species diversity","issue","2017-11",0,4851,0
"AO","species diversity","issue","2017-12",0,4336,0
"AO","species diversity","issue","2018-1",0,3939,0
"AO","species diversity","issue","2018-2",0,3972,0
"AO","species diversity","issue","2018-3",0,4242,0
"AO","species diversity","issue","2018-4",2,3936,0.000508130081300813
"AO","species diversity","issue","2018-5",0,202,0
"AO","subspecies","issue","2017-11",0,4851,0
"AO","subspecies","issue","2017-12",0,4336,0
"AO","subspecies","issue","2018-1",0,3939,0
"AO","subspecies","issue","2018-2",0,3972,0
"AO","subspecies","issue","2018-3",1,4242,0.000235737859500236
"AO","subspecies","issue","2018-4",0,3936,0
"AO","subspecies","issue","2018-5",1,202,0.00495049504950495
"AO","sustainability","issue","2017-11",38,4851,0.00783343640486498
"AO","sustainability","issue","2017-12",24,4336,0.00553505535055351
"AO","sustainability","issue","2018-1",32,3939,0.00812388931200812
"AO","sustainability","issue","2018-2",32,3972,0.0080563947633434
"AO","sustainability","issue","2018-3",49,4242,0.0115511551155116
"AO","sustainability","issue","2018-4",37,3936,0.00940040650406504
"AO","sustainability","issue","2018-5",2,202,0.0099009900990099
"AO","wildlife trade","issue","2017-11",0,4851,0
"AO","wildlife trade","issue","2017-12",0,4336,0
"AO","wildlife trade","issue","2018-1",0,3939,0
"AO","wildlife trade","issue","2018-2",0,3972,0
"AO","wildlife trade","issue","2018-3",0,4242,0
"AO","wildlife trade","issue","2018-4",0,3936,0
"AO","wildlife trade","issue","2018-5",0,202,0
"AR","all","all","2017-11",1119,344783,0.00324551964569019
"AR","all","all","2017-12",954,331284,0.00287970442279132
"AR","all","all","2018-1",854,337578,0.00252978570878434
"AR","all","all","2018-2",838,239721,0.00349573045331865
"AR","all","all","2018-3",1192,229036,0.00520442201226008
"AR","all","all","2018-4",1046,207759,0.00503467960473433
"AR","all","all","2018-5",54,17814,0.00303132367800606
"AR","biodiversity","issue","2017-11",169,344783,0.000490163378124792
"AR","biodiversity","issue","2017-12",123,331284,0.000371282645705799
"AR","biodiversity","issue","2018-1",130,337578,0.000385096185177944
"AR","biodiversity","issue","2018-2",146,239721,0.000609041343895612
"AR","biodiversity","issue","2018-3",185,229036,0.000807733282104123
"AR","biodiversity","issue","2018-4",153,207759,0.000736430190749859
"AR","biodiversity","issue","2018-5",4,17814,0.000224542494667116
"AR","biosphere","issue","2017-11",60,344783,0.000174022501109393
"AR","biosphere","issue","2017-12",29,331284,8.75381847599039e-05
"AR","biosphere","issue","2018-1",30,337578,8.88683504256794e-05
"AR","biosphere","issue","2018-2",20,239721,8.34303210815907e-05
"AR","biosphere","issue","2018-3",51,229036,0.000222672418309785
"AR","biosphere","issue","2018-4",90,207759,0.000433194229852858
"AR","biosphere","issue","2018-5",15,17814,0.000842034355001684
"AR","climate change","issue","2017-11",449,344783,0.00130226838330196
"AR","climate change","issue","2017-12",356,331284,0.0010746066818802
"AR","climate change","issue","2018-1",268,337578,0.000793890597136069
"AR","climate change","issue","2018-2",296,239721,0.00123476875200754
"AR","climate change","issue","2018-3",413,229036,0.00180320997572434
"AR","climate change","issue","2018-4",318,207759,0.00153061961214677
"AR","climate change","issue","2018-5",11,17814,0.000617491860334568
"AR","deforestation","issue","2017-11",43,344783,0.000124716125795065
"AR","deforestation","issue","2017-12",45,331284,0.000135835114282609
"AR","deforestation","issue","2018-1",38,337578,0.000112566577205861
"AR","deforestation","issue","2018-2",38,239721,0.000158517610055022
"AR","deforestation","issue","2018-3",40,229036,0.000174645033968459
"AR","deforestation","issue","2018-4",38,207759,0.000182904230382318
"AR","deforestation","issue","2018-5",0,17814,0
"AR","desertification","issue","2017-11",9,344783,2.6103375166409e-05
"AR","desertification","issue","2017-12",24,331284,7.24453942840584e-05
"AR","desertification","issue","2018-1",6,337578,1.77736700851359e-05
"AR","desertification","issue","2018-2",7,239721,2.92006123785567e-05
"AR","desertification","issue","2018-3",18,229036,7.85902652858066e-05
"AR","desertification","issue","2018-4",7,207759,3.36928845441112e-05
"AR","desertification","issue","2018-5",1,17814,5.61356236667789e-05
"AR","ecology","issue","2017-11",112,344783,0.000324842002070868
"AR","ecology","issue","2017-12",115,331284,0.000347134180944446
"AR","ecology","issue","2018-1",85,337578,0.000251793659539425
"AR","ecology","issue","2018-2",97,239721,0.000404637057245715
"AR","ecology","issue","2018-3",159,229036,0.000694214010024625
"AR","ecology","issue","2018-4",160,207759,0.00077012307529397
"AR","ecology","issue","2018-5",10,17814,0.000561356236667789
"AR","ecosystem service","issue","2017-11",0,344783,0
"AR","ecosystem service","issue","2017-12",0,331284,0
"AR","ecosystem service","issue","2018-1",0,337578,0
"AR","ecosystem service","issue","2018-2",0,239721,0
"AR","ecosystem service","issue","2018-3",0,229036,0
"AR","ecosystem service","issue","2018-4",0,207759,0
"AR","ecosystem service","issue","2018-5",0,17814,0
"AR","endangered species","issue","2017-11",6,344783,1.74022501109393e-05
"AR","endangered species","issue","2017-12",12,331284,3.62226971420292e-05
"AR","endangered species","issue","2018-1",10,337578,2.96227834752265e-05
"AR","endangered species","issue","2018-2",12,239721,5.00581926489544e-05
"AR","endangered species","issue","2018-3",10,229036,4.36612584921148e-05
"AR","endangered species","issue","2018-4",14,207759,6.73857690882224e-05
"AR","endangered species","issue","2018-5",0,17814,0
"AR","endemic species","issue","2017-11",2,344783,5.80075003697978e-06
"AR","endemic species","issue","2017-12",1,331284,3.0185580951691e-06
"AR","endemic species","issue","2018-1",5,337578,1.48113917376132e-05
"AR","endemic species","issue","2018-2",1,239721,4.17151605407953e-06
"AR","endemic species","issue","2018-3",1,229036,4.36612584921148e-06
"AR","endemic species","issue","2018-4",4,207759,1.92530768823493e-05
"AR","endemic species","issue","2018-5",0,17814,0
"AR","extinction","issue","2017-11",285,344783,0.000826606880269619
"AR","extinction","issue","2017-12",216,331284,0.000652008548556526
"AR","extinction","issue","2018-1",214,337578,0.000633927566369846
"AR","extinction","issue","2018-2",193,239721,0.00080510259843735
"AR","extinction","issue","2018-3",344,229036,0.00150194729212875
"AR","extinction","issue","2018-4",241,207759,0.00115999788216154
"AR","extinction","issue","2018-5",18,17814,0.00101044122600202
"AR","genetic diversity","issue","2017-11",0,344783,0
"AR","genetic diversity","issue","2017-12",0,331284,0
"AR","genetic diversity","issue","2018-1",0,337578,0
"AR","genetic diversity","issue","2018-2",0,239721,0
"AR","genetic diversity","issue","2018-3",0,229036,0
"AR","genetic diversity","issue","2018-4",0,207759,0
"AR","genetic diversity","issue","2018-5",0,17814,0
"AR","habitat destruction","issue","2017-11",0,344783,0
"AR","habitat destruction","issue","2017-12",0,331284,0
"AR","habitat destruction","issue","2018-1",0,337578,0
"AR","habitat destruction","issue","2018-2",0,239721,0
"AR","habitat destruction","issue","2018-3",0,229036,0
"AR","habitat destruction","issue","2018-4",0,207759,0
"AR","habitat destruction","issue","2018-5",0,17814,0
"AR","habitat fragmentation","issue","2017-11",1,344783,2.90037501848989e-06
"AR","habitat fragmentation","issue","2017-12",0,331284,0
"AR","habitat fragmentation","issue","2018-1",0,337578,0
"AR","habitat fragmentation","issue","2018-2",0,239721,0
"AR","habitat fragmentation","issue","2018-3",0,229036,0
"AR","habitat fragmentation","issue","2018-4",0,207759,0
"AR","habitat fragmentation","issue","2018-5",0,17814,0
"AR","invasive species","issue","2017-11",2,344783,5.80075003697978e-06
"AR","invasive species","issue","2017-12",0,331284,0
"AR","invasive species","issue","2018-1",0,337578,0
"AR","invasive species","issue","2018-2",0,239721,0
"AR","invasive species","issue","2018-3",0,229036,0
"AR","invasive species","issue","2018-4",1,207759,4.81326922058731e-06
"AR","invasive species","issue","2018-5",0,17814,0
"AR","keystone species","issue","2017-11",0,344783,0
"AR","keystone species","issue","2017-12",0,331284,0
"AR","keystone species","issue","2018-1",0,337578,0
"AR","keystone species","issue","2018-2",1,239721,4.17151605407953e-06
"AR","keystone species","issue","2018-3",0,229036,0
"AR","keystone species","issue","2018-4",0,207759,0
"AR","keystone species","issue","2018-5",0,17814,0
"AR","natural capital","issue","2017-11",8,344783,2.32030001479191e-05
"AR","natural capital","issue","2017-12",8,331284,2.41484647613528e-05
"AR","natural capital","issue","2018-1",2,337578,5.92455669504529e-06
"AR","natural capital","issue","2018-2",8,239721,3.33721284326363e-05
"AR","natural capital","issue","2018-3",20,229036,8.73225169842296e-05
"AR","natural capital","issue","2018-4",9,207759,4.33194229852858e-05
"AR","natural capital","issue","2018-5",0,17814,0
"AR","ocean acidification","issue","2017-11",0,344783,0
"AR","ocean acidification","issue","2017-12",1,331284,3.0185580951691e-06
"AR","ocean acidification","issue","2018-1",0,337578,0
"AR","ocean acidification","issue","2018-2",0,239721,0
"AR","ocean acidification","issue","2018-3",0,229036,0
"AR","ocean acidification","issue","2018-4",0,207759,0
"AR","ocean acidification","issue","2018-5",0,17814,0
"AR","protected area","issue","2017-11",83,344783,0.000240731126534661
"AR","protected area","issue","2017-12",54,331284,0.000163002137139131
"AR","protected area","issue","2018-1",133,337578,0.000393983020220512
"AR","protected area","issue","2018-2",97,239721,0.000404637057245715
"AR","protected area","issue","2018-3",98,229036,0.000427880333222725
"AR","protected area","issue","2018-4",68,207759,0.000327302306999937
"AR","protected area","issue","2018-5",6,17814,0.000336813742000674
"AR","species diversity","issue","2017-11",4,344783,1.16015000739596e-05
"AR","species diversity","issue","2017-12",5,331284,1.50927904758455e-05
"AR","species diversity","issue","2018-1",3,337578,8.88683504256794e-06
"AR","species diversity","issue","2018-2",6,239721,2.50290963244772e-05
"AR","species diversity","issue","2018-3",7,229036,3.05628809444803e-05
"AR","species diversity","issue","2018-4",2,207759,9.62653844117463e-06
"AR","species diversity","issue","2018-5",2,17814,0.000112271247333558
"AR","subspecies","issue","2017-11",1,344783,2.90037501848989e-06
"AR","subspecies","issue","2017-12",9,331284,2.71670228565219e-05
"AR","subspecies","issue","2018-1",0,337578,0
"AR","subspecies","issue","2018-2",4,239721,1.66860642163181e-05
"AR","subspecies","issue","2018-3",26,229036,0.000113519272079498
"AR","subspecies","issue","2018-4",3,207759,1.44398076617619e-05
"AR","subspecies","issue","2018-5",1,17814,5.61356236667789e-05
"AR","sustainability","issue","2017-11",172,344783,0.000498864503180261
"AR","sustainability","issue","2017-12",140,331284,0.000422598133323674
"AR","sustainability","issue","2018-1",158,337578,0.000468039978908578
"AR","sustainability","issue","2018-2",113,239721,0.000471381314110987
"AR","sustainability","issue","2018-3",197,229036,0.000860126792294661
"AR","sustainability","issue","2018-4",229,207759,0.0011022386515145
"AR","sustainability","issue","2018-5",11,17814,0.000617491860334568
"AR","wildlife trade","issue","2017-11",1,344783,2.90037501848989e-06
"AR","wildlife trade","issue","2017-12",0,331284,0
"AR","wildlife trade","issue","2018-1",0,337578,0
"AR","wildlife trade","issue","2018-2",0,239721,0
"AR","wildlife trade","issue","2018-3",0,229036,0
"AR","wildlife trade","issue","2018-4",0,207759,0
"AR","wildlife trade","issue","2018-5",0,17814,0
"AS","all","all","2017-11",0,73,0
"AS","all","all","2017-12",0,89,0
"AS","all","all","2018-1",0,107,0
"AS","all","all","2018-2",0,120,0
"AS","all","all","2018-3",0,90,0
"AS","all","all","2018-4",0,90,0
"AS","all","all","2018-5",0,4,0
"AS","biodiversity","issue","2017-11",0,73,0
"AS","biodiversity","issue","2017-12",0,89,0
"AS","biodiversity","issue","2018-1",0,107,0
"AS","biodiversity","issue","2018-2",0,120,0
"AS","biodiversity","issue","2018-3",0,90,0
"AS","biodiversity","issue","2018-4",0,90,0
"AS","biodiversity","issue","2018-5",0,4,0
"AS","biosphere","issue","2017-11",0,73,0
"AS","biosphere","issue","2017-12",0,89,0
"AS","biosphere","issue","2018-1",0,107,0
"AS","biosphere","issue","2018-2",0,120,0
"AS","biosphere","issue","2018-3",0,90,0
"AS","biosphere","issue","2018-4",0,90,0
"AS","biosphere","issue","2018-5",0,4,0
"AS","climate change","issue","2017-11",0,73,0
"AS","climate change","issue","2017-12",0,89,0
"AS","climate change","issue","2018-1",0,107,0
"AS","climate change","issue","2018-2",0,120,0
"AS","climate change","issue","2018-3",0,90,0
"AS","climate change","issue","2018-4",0,90,0
"AS","climate change","issue","2018-5",0,4,0
"AS","deforestation","issue","2017-11",0,73,0
"AS","deforestation","issue","2017-12",0,89,0
"AS","deforestation","issue","2018-1",0,107,0
"AS","deforestation","issue","2018-2",0,120,0
"AS","deforestation","issue","2018-3",0,90,0
"AS","deforestation","issue","2018-4",0,90,0
"AS","deforestation","issue","2018-5",0,4,0
"AS","desertification","issue","2017-11",0,73,0
"AS","desertification","issue","2017-12",0,89,0
"AS","desertification","issue","2018-1",0,107,0
"AS","desertification","issue","2018-2",0,120,0
"AS","desertification","issue","2018-3",0,90,0
"AS","desertification","issue","2018-4",0,90,0
"AS","desertification","issue","2018-5",0,4,0
"AS","ecology","issue","2017-11",0,73,0
"AS","ecology","issue","2017-12",0,89,0
"AS","ecology","issue","2018-1",0,107,0
"AS","ecology","issue","2018-2",0,120,0
"AS","ecology","issue","2018-3",0,90,0
"AS","ecology","issue","2018-4",0,90,0
"AS","ecology","issue","2018-5",0,4,0
"AS","ecosystem service","issue","2017-11",0,73,0
"AS","ecosystem service","issue","2017-12",0,89,0
"AS","ecosystem service","issue","2018-1",0,107,0
"AS","ecosystem service","issue","2018-2",0,120,0
"AS","ecosystem service","issue","2018-3",0,90,0
"AS","ecosystem service","issue","2018-4",0,90,0
"AS","ecosystem service","issue","2018-5",0,4,0
"AS","endangered species","issue","2017-11",0,73,0
"AS","endangered species","issue","2017-12",0,89,0
"AS","endangered species","issue","2018-1",0,107,0
"AS","endangered species","issue","2018-2",0,120,0
"AS","endangered species","issue","2018-3",0,90,0
"AS","endangered species","issue","2018-4",0,90,0
"AS","endangered species","issue","2018-5",0,4,0
"AS","endemic species","issue","2017-11",0,73,0
"AS","endemic species","issue","2017-12",0,89,0
"AS","endemic species","issue","2018-1",0,107,0
"AS","endemic species","issue","2018-2",0,120,0
"AS","endemic species","issue","2018-3",0,90,0
"AS","endemic species","issue","2018-4",0,90,0
"AS","endemic species","issue","2018-5",0,4,0
"AS","extinction","issue","2017-11",0,73,0
"AS","extinction","issue","2017-12",0,89,0
"AS","extinction","issue","2018-1",0,107,0
"AS","extinction","issue","2018-2",0,120,0
"AS","extinction","issue","2018-3",0,90,0
"AS","extinction","issue","2018-4",0,90,0
"AS","extinction","issue","2018-5",0,4,0
"AS","genetic diversity","issue","2017-11",0,73,0
"AS","genetic diversity","issue","2017-12",0,89,0
"AS","genetic diversity","issue","2018-1",0,107,0
"AS","genetic diversity","issue","2018-2",0,120,0
"AS","genetic diversity","issue","2018-3",0,90,0
"AS","genetic diversity","issue","2018-4",0,90,0
"AS","genetic diversity","issue","2018-5",0,4,0
"AS","habitat destruction","issue","2017-11",0,73,0
"AS","habitat destruction","issue","2017-12",0,89,0
"AS","habitat destruction","issue","2018-1",0,107,0
"AS","habitat destruction","issue","2018-2",0,120,0
"AS","habitat destruction","issue","2018-3",0,90,0
"AS","habitat destruction","issue","2018-4",0,90,0
"AS","habitat destruction","issue","2018-5",0,4,0
"AS","habitat fragmentation","issue","2017-11",0,73,0
"AS","habitat fragmentation","issue","2017-12",0,89,0
"AS","habitat fragmentation","issue","2018-1",0,107,0
"AS","habitat fragmentation","issue","2018-2",0,120,0
"AS","habitat fragmentation","issue","2018-3",0,90,0
"AS","habitat fragmentation","issue","2018-4",0,90,0
"AS","habitat fragmentation","issue","2018-5",0,4,0
"AS","invasive species","issue","2017-11",0,73,0
"AS","invasive species","issue","2017-12",0,89,0
"AS","invasive species","issue","2018-1",0,107,0
"AS","invasive species","issue","2018-2",0,120,0
"AS","invasive species","issue","2018-3",0,90,0
"AS","invasive species","issue","2018-4",0,90,0
"AS","invasive species","issue","2018-5",0,4,0
"AS","keystone species","issue","2017-11",0,73,0
"AS","keystone species","issue","2017-12",0,89,0
"AS","keystone species","issue","2018-1",0,107,0
"AS","keystone species","issue","2018-2",0,120,0
"AS","keystone species","issue","2018-3",0,90,0
"AS","keystone species","issue","2018-4",0,90,0
"AS","keystone species","issue","2018-5",0,4,0
"AS","natural capital","issue","2017-11",0,73,0
"AS","natural capital","issue","2017-12",0,89,0
"AS","natural capital","issue","2018-1",0,107,0
"AS","natural capital","issue","2018-2",0,120,0
"AS","natural capital","issue","2018-3",0,90,0
"AS","natural capital","issue","2018-4",0,90,0
"AS","natural capital","issue","2018-5",0,4,0
"AS","ocean acidification","issue","2017-11",0,73,0
"AS","ocean acidification","issue","2017-12",0,89,0
"AS","ocean acidification","issue","2018-1",0,107,0
"AS","ocean acidification","issue","2018-2",0,120,0
"AS","ocean acidification","issue","2018-3",0,90,0
"AS","ocean acidification","issue","2018-4",0,90,0
"AS","ocean acidification","issue","2018-5",0,4,0
"AS","protected area","issue","2017-11",0,73,0
"AS","protected area","issue","2017-12",0,89,0
"AS","protected area","issue","2018-1",0,107,0
"AS","protected area","issue","2018-2",0,120,0
"AS","protected area","issue","2018-3",0,90,0
"AS","protected area","issue","2018-4",0,90,0
"AS","protected area","issue","2018-5",0,4,0
"AS","species diversity","issue","2017-11",0,73,0
"AS","species diversity","issue","2017-12",0,89,0
"AS","species diversity","issue","2018-1",0,107,0
"AS","species diversity","issue","2018-2",0,120,0
"AS","species diversity","issue","2018-3",0,90,0
"AS","species diversity","issue","2018-4",0,90,0
"AS","species diversity","issue","2018-5",0,4,0
"AS","subspecies","issue","2017-11",0,73,0
"AS","subspecies","issue","2017-12",0,89,0
"AS","subspecies","issue","2018-1",0,107,0
"AS","subspecies","issue","2018-2",0,120,0
"AS","subspecies","issue","2018-3",0,90,0
"AS","subspecies","issue","2018-4",0,90,0
"AS","subspecies","issue","2018-5",0,4,0
"AS","sustainability","issue","2017-11",0,73,0
"AS","sustainability","issue","2017-12",0,89,0
"AS","sustainability","issue","2018-1",0,107,0
"AS","sustainability","issue","2018-2",0,120,0
"AS","sustainability","issue","2018-3",0,90,0
"AS","sustainability","issue","2018-4",0,90,0
"AS","sustainability","issue","2018-5",0,4,0
"AS","wildlife trade","issue","2017-11",0,73,0
"AS","wildlife trade","issue","2017-12",0,89,0
"AS","wildlife trade","issue","2018-1",0,107,0
"AS","wildlife trade","issue","2018-2",0,120,0
"AS","wildlife trade","issue","2018-3",0,90,0
"AS","wildlife trade","issue","2018-4",0,90,0
"AS","wildlife trade","issue","2018-5",0,4,0
"AT","all","all","2017-11",853,125698,0.00678610638196312
"AT","all","all","2017-12",626,109372,0.00572358556120396
"AT","all","all","2018-1",725,112279,0.00645712911586316
"AT","all","all","2018-2",603,104066,0.00579439970787769
"AT","all","all","2018-3",866,118837,0.00728729267820628
"AT","all","all","2018-4",831,116409,0.00713862330232199
"AT","all","all","2018-5",72,8356,0.00861656294877932
"AT","biodiversity","issue","2017-11",61,125698,0.000485290139859027
"AT","biodiversity","issue","2017-12",45,109372,0.000411439856636068
"AT","biodiversity","issue","2018-1",57,112279,0.000507663944281655
"AT","biodiversity","issue","2018-2",28,104066,0.000269060019602944
"AT","biodiversity","issue","2018-3",44,118837,0.000370255055243737
"AT","biodiversity","issue","2018-4",51,116409,0.000438110455377162
"AT","biodiversity","issue","2018-5",5,8356,0.000598372426998564
"AT","biosphere","issue","2017-11",7,125698,5.56890324428392e-05
"AT","biosphere","issue","2017-12",3,109372,2.74293237757379e-05
"AT","biosphere","issue","2018-1",13,112279,0.000115783004836167
"AT","biosphere","issue","2018-2",3,104066,2.88278592431726e-05
"AT","biosphere","issue","2018-3",9,118837,7.57339885725826e-05
"AT","biosphere","issue","2018-4",8,116409,6.87232086866136e-05
"AT","biosphere","issue","2018-5",2,8356,0.000239348970799426
"AT","climate change","issue","2017-11",59,125698,0.000469378987732502
"AT","climate change","issue","2017-12",23,109372,0.000210291482280657
"AT","climate change","issue","2018-1",14,112279,0.000124689389823565
"AT","climate change","issue","2018-2",37,104066,0.000355543597332462
"AT","climate change","issue","2018-3",37,118837,0.000311350841909506
"AT","climate change","issue","2018-4",31,116409,0.000266302433660628
"AT","climate change","issue","2018-5",1,8356,0.000119674485399713
"AT","deforestation","issue","2017-11",41,125698,0.000326178618593772
"AT","deforestation","issue","2017-12",21,109372,0.000192005266430165
"AT","deforestation","issue","2018-1",14,112279,0.000124689389823565
"AT","deforestation","issue","2018-2",19,104066,0.000182576441873426
"AT","deforestation","issue","2018-3",25,118837,0.000210372190479396
"AT","deforestation","issue","2018-4",24,116409,0.000206169626059841
"AT","deforestation","issue","2018-5",0,8356,0
"AT","desertification","issue","2017-11",4,125698,3.1822304253051e-05
"AT","desertification","issue","2017-12",0,109372,0
"AT","desertification","issue","2018-1",0,112279,0
"AT","desertification","issue","2018-2",0,104066,0
"AT","desertification","issue","2018-3",0,118837,0
"AT","desertification","issue","2018-4",0,116409,0
"AT","desertification","issue","2018-5",0,8356,0
"AT","ecology","issue","2017-11",98,125698,0.000779646454199749
"AT","ecology","issue","2017-12",85,109372,0.000777164173645906
"AT","ecology","issue","2018-1",98,112279,0.000872825728764952
"AT","ecology","issue","2018-2",92,104066,0.00088405435012396
"AT","ecology","issue","2018-3",86,118837,0.000723680335249123
